SESSION,DATE,landmarkid,utme,utmn,clan
S12629,11/27/2013,Baobab Tree (HZ),0,0,happy zebra
S12630,11/27/2013,Amazon Den (HZ),0,0,happy zebra
S12631,11/29/2013,Windsor Den (HZ),0,0,happy zebra
S12632,11/29/2013,Comatose Culvert (HZ),718409,9841243,happy zebra
S12633,11/29/2013,Pride Rock (HZ),0,0,happy zebra
S12634,11/29/2013,Amazon Den (HZ),0,0,happy zebra
S12635,11/29/2013,Comatose Culvert (HZ),0,0,happy zebra
S12636,11/29/2013,Culvert City (HZ),0,0,happy zebra
S12637,11/30/2013,Windsor Den (HZ),0,0,happy zebra
S12638,11/30/2013,Egyptian Goose (HZ),0,0,happy zebra
S12639,11/30/2013,Lost Turtle Lugga Crossing (),0,0,happy zebra
S12640,11/30/2013,Windsor Den (HZ),0,0,happy zebra
S12641,11/30/2013,Culvert City (HZ),0,0,happy zebra
S12642,12/3/2013,Amazon Den (HZ),0,0,happy zebra
S12643,12/3/2013,Murram Pit Three (HZ),718836,9836861,happy zebra
S12644,12/3/2013,Murram Pit Three (HZ),718901,9837004,happy zebra
S12645,12/3/2013,Comatose Culvert (HZ),718403,9841252,happy zebra
S12646,12/3/2013,Windsor Den (HZ),0,0,happy zebra
S12647,12/5/2013,Amazon Den (HZ),0,0,happy zebra
S12648,12/5/2013,Windsor Den (HZ),0,0,happy zebra
S12649,12/5/2013,Culvert City (HZ),0,0,happy zebra
S12650,12/7/2013,Amazon Den (HZ),0,0,happy zebra
S12651,12/7/2013,Comatose Culvert (HZ),718152,9841560,happy zebra
S12652,12/7/2013,Ballerina Tree (South),716999,9842478,happy zebra
S12653,12/7/2013,Windsor Den (HZ),0,0,happy zebra
S12654,12/7/2013,Amazon Den (HZ),0,0,happy zebra
S12656,12/7/2013,Serena Maji Fisi (HZ),719402,9838658,happy zebra
S12657,12/8/2013,Windsor Den (HZ),0,0,happy zebra
S12658,12/8/2013,Culvert City (HZ),0,0,happy zebra
S12659,12/8/2013,Hot Tubs (HZ),0,0,happy zebra
S12660,12/8/2013,Amazon Den (HZ),0,0,happy zebra
S12661,12/10/2013,Windsor Den (HZ),0,0,happy zebra
S12662,12/10/2013,Amazon Den (HZ),0,0,happy zebra
S12663,12/16/2013,Comatose Culvert (HZ),718410,9841245,happy zebra
S12664,12/16/2013,Amazon Den (HZ),0,0,happy zebra
S12665,12/19/2013,Windsor Den (HZ),0,0,happy zebra
S12666,12/19/2013,Amazon Den (HZ),0,0,happy zebra
S12667,12/19/2013,Amazon Den (HZ),0,0,happy zebra
S12668,12/27/2013,Amazon Den (HZ),0,0,happy zebra
S12669,12/27/2013,Egyptian Goose (HZ),0,0,happy zebra
S12670,12/27/2013,Amazon Den (HZ),719736,9838514,happy zebra
S12671,12/27/2013,Egyptian Goose (HZ),0,0,happy zebra
S12672,12/29/2013,Sneaky Crossing (HZ),717395,9841763,happy zebra
S12673,12/29/2013,Egyptian Goose (HZ),718401,9840595,happy zebra
S12674,12/29/2013,Egyptian Goose (HZ),0,0,happy zebra
S12675,12/29/2013,Pride Rock (HZ),718401,9839246,happy zebra
S12676,12/29/2013,Scrawny Sausage Tree (HZ),720249,9839425,happy zebra
S12677,1/2/2014,Windsor Den (HZ),0,0,happy zebra
S12678,1/2/2014,Comatose Culvert (HZ),718046,9841839,happy zebra
S12679,1/2/2014,Egyptian Goose (HZ),0,0,happy zebra
S12680,1/2/2014,Serena Maji Fisi (HZ),0,0,happy zebra
S12681,1/2/2014,Amazon Den (HZ),0,0,happy zebra
S12682,1/2/2014,LBJ X (HZ?),719535,9840236,happy zebra
S12683,1/2/2014,,718293,9840216,happy zebra
S12684,1/2/2014,Spring Crossing (),715779,9836212,happy zebra
S12685,1/2/2014,,718293,9840216,happy zebra
S12686,1/2/2014,North Waterhole (HZ),719933,9842728,happy zebra
S12687,1/5/2014,4km Marker (North),721322,9844287,happy zebra
S12688,1/5/2014,Egyptian Goose (HZ),718341,9839705,happy zebra
S12689,1/5/2014,Grumpy Baby Elephant Crossing (HZ),717035,9841120,happy zebra
S12690,1/5/2014,Windsor Den (HZ),0,0,happy zebra
S12690.1,1/5/2014,Sprout (South),702311,9843369,happy zebra
S12691,1/5/2014,Sprout (South),720345,9843449,happy zebra
S12692,1/8/2014,Windsor Den (HZ),0,0,happy zebra
S12693,1/8/2014,Inselberg View (),717227,9839028,happy zebra
S12694,1/8/2014,Pride Rock (HZ),0,0,happy zebra
S12695,1/11/2014,Windsor Den (HZ),0,0,happy zebra
S12696,1/12/2014,Windsor Den (HZ),0,0,happy zebra
S12697,1/14/2014,Windsor Den (HZ),0,0,happy zebra
S12698,1/15/2014,Windsor Den (HZ),0,0,happy zebra
S12699,1/17/2014,Windsor Den (HZ),0,0,happy zebra
S12700,1/17/2014,Culvert City (HZ),717671,9842448,happy zebra
S12701,1/17/2014,Serena Maji Fisi (HZ),719235,9838638,happy zebra
S12702,1/25/2014,Windsor Den (HZ),716603,9842821,happy zebra
S12703,1/25/2014,Windsor Den (HZ),0,0,happy zebra
S12704,1/27/2014,Windsor Den (HZ),0,0,happy zebra
S12704.1,1/27/2014,Lost Turtle Lugga Crossing (),717617,9839347,happy zebra
S12705,1/27/2014,Inselberg View (),717397,9838848,happy zebra
S12706,1/27/2014,Culvert City (HZ),0,0,happy zebra
S12707,1/28/2014,Comatose Culvert (HZ),0,0,happy zebra
S12708,1/28/2014,Windsor Den (HZ),0,0,happy zebra
S12709,1/30/2014,Hot Tubs (HZ),718864,9841965,happy zebra
S12710,1/30/2014,Inselberg View (),716937,9838773,happy zebra
S12711,1/30/2014,Comatose Culvert (HZ),0,0,happy zebra
S12712,1/30/2014,Windsor Den (HZ),0,0,happy zebra
S12713,2/1/2014,Windsor Den (HZ),0,0,happy zebra
S12714,2/1/2014,Sneaky Crossing (HZ),717083,9841632,happy zebra
S12715,2/1/2014,Pride Rock (HZ),718467,9838967,happy zebra
S12716,2/2/2014,Egyptian Goose (HZ),728394,9840152,happy zebra
S12717,2/2/2014,Egyptian Goose (HZ),718236,9840524,happy zebra
S12718,2/2/2014,Egyptian Goose (HZ),718157,9839819,happy zebra
S12718,2/2/2014,Egyptian Goose (HZ),718123,9840030,happy zebra
S12719,2/2/2014,Lost Turtle Lugga Crossing (),717574,9839296,happy zebra
S12720,2/2/2014,Egyptian Goose (HZ),718294,9840114,happy zebra
S12721,2/2/2014,Windsor Den (HZ),0,0,happy zebra
S12722,2/4/2014,Pride Rock (HZ),0,0,happy zebra
S12723,2/4/2014,Windsor Den (HZ),0,0,happy zebra
S12724,2/6/2014,Sprout (South),721582,9843871,happy zebra
S12725,2/6/2014,Windsor Den (HZ),0,0,happy zebra
S12726,2/6/2014,Lost Turtle Lugga Crossing (),717985,9839753,happy zebra
S12727,2/6/2014,Lost Turtle Lugga Crossing (),717607,9839151,happy zebra
S12728,2/6/2014,Lost Turtle Lugga Crossing (),717985,9839753,happy zebra
S12729,2/6/2014,Comatose Culvert (HZ),718481,9840881,happy zebra
S12730,2/8/2014,Windsor Den (HZ),0,0,happy zebra
S12731,2/8/2014,Egyptian Goose (HZ),718796,9840149,happy zebra
S12732,2/8/2014,LBJ X (HZ?),0,0,happy zebra
S12733,2/8/2014,Tigris D (HZ),0,0,happy zebra
S12734,2/8/2014,The Giver (HZ),718941,9838641,happy zebra
S12735,2/8/2014,Egyptian Goose (HZ),718333,9839731,happy zebra
S12736,2/9/2014,Dopey Topi X (HZ),716747,9838084,happy zebra
S12737,2/9/2014,Egyptian Goose (HZ),0,0,happy zebra
S12738,2/9/2014,Pride Rock (HZ),0,0,happy zebra
S12739,2/9/2014,Baobab Tree (HZ),718387,9838452,happy zebra
S12740,2/9/2014,Pride Rock (HZ),0,0,happy zebra
S12741,2/9/2014,Pride Rock (HZ),718412,9839314,happy zebra
S12742,2/9/2014,Egyptian Goose (HZ),0,0,happy zebra
S12743,2/9/2014,Scrawny Sausage Tree (HZ),720059,9839349,happy zebra
S12744,2/9/2014,Tigris D (HZ),0,0,happy zebra
S12745,2/9/2014,Comatose Culvert (HZ),718057,9841812,happy zebra
S12746,2/9/2014,Culvert City (HZ),718289,9842666,happy zebra
S12747,2/11/2014,Knot Tree (North),0,0,happy zebra
S12748,2/11/2014,The Giver (HZ),718709,9838550,happy zebra
S12749,2/11/2014,Lost Turtle Lugga Crossing (),0,0,happy zebra
S12750,2/11/2014,Sleepy Lion Mound (HZ),0,0,happy zebra
S12751,2/14/2014,Windsor Den (HZ),0,0,happy zebra
S12752,2/16/2014,Pride Rock (HZ),0,0,happy zebra
S12753,2/16/2014,Serena Maji Fisi (HZ),0,0,happy zebra
S12754,2/16/2014,Serena Maji Fisi (HZ),719450,9838431,happy zebra
S12755,2/16/2014,Tigris D (HZ),0,0,happy zebra
S12757,2/17/2014,Inselberg View (),717375,9839121,happy zebra
S12758,2/17/2014,Pride Rock (HZ),0,0,happy zebra
S12759,2/17/2014,Baobab Tree (HZ),0,0,happy zebra
S12760,2/17/2014,Tigris D (HZ),0,0,happy zebra
S12762,2/22/2014,North Waterhole (HZ),719853,9842652,happy zebra
S12763,2/22/2014,Windsor Den (HZ),0,0,happy zebra
S12764,2/22/2014,Sneaky Crossing (HZ),717660,9841274,happy zebra
S12765,2/22/2014,Lost Turtle Lugga Crossing (),717704,9839215,happy zebra
S12766,2/22/2014,Comatose Culvert (HZ),717755,9841592,happy zebra
S12767,2/22/2014,Tigris D (HZ),0,0,happy zebra
S12768,2/23/2014,Egyptian Goose (HZ),718318,9839829,happy zebra
S12769,2/23/2014,Pride Rock (HZ),0,0,happy zebra
S12770,2/23/2014,Rumpy Culvert (HZ),0,0,happy zebra
S12771,2/23/2014,Tigris D (HZ),0,0,happy zebra
S12772,2/24/2014,Tigris D (HZ),0,0,happy zebra
S12773,2/24/2014,Pride Rock (HZ),0,0,happy zebra
S12774,2/24/2014,Tigris D (HZ),0,0,happy zebra
S12775,2/24/2014,North Waterhole (HZ),719802,9842613,happy zebra
S12776,2/26/2014,Windsor Den (HZ),0,0,happy zebra
S12777,2/26/2014,Lost Turtle Lugga Crossing (),717613,9839341,happy zebra
S12778,2/26/2014,Inselberg View (),717429,9838914,happy zebra
S12779,2/26/2014,Comatose Culvert (HZ),0,0,happy zebra
S12780,2/26/2014,Pride Rock (HZ),0,0,happy zebra
S12781,2/26/2014,Grumpy Baby Elephant Crossing (HZ),717036,9841383,happy zebra
S12782,2/26/2014,Windsor Den (HZ),0,0,happy zebra
S12783,2/26/2014,Pride Rock (HZ),0,0,happy zebra
S12784,2/26/2014,Tigris D (HZ),0,0,happy zebra
S12785,2/26/2014,Serena Maji Fisi (HZ),718979,9838443,happy zebra
S12786,2/27/2014,Pride Rock (HZ),0,0,happy zebra
S12787,2/27/2014,Lost Turtle Lugga Crossing (),717806,9839517,happy zebra
S12788,2/27/2014,Pride Rock (HZ),0,0,happy zebra
S12789,2/27/2014,Sneaky Crossing (HZ),717338,9841733,happy zebra
S12790,3/1/2014,Egyptian Goose (HZ),0,0,happy zebra
S12791,3/1/2014,Comatose Culvert (HZ),0,0,happy zebra
S12794,3/1/2014,Tigris D (HZ),0,0,happy zebra
S12795,3/1/2014,Pride Rock (HZ),718352,9838747,happy zebra
S12795,3/1/2014,Pride Rock (HZ),718129,9838848,happy zebra
S12796,3/4/2014,Sleepy Lion Mound (HZ),0,0,happy zebra
S12798,3/4/2014,Tigris D (HZ),,,happy zebra
S12797,3/4/2014,Sneaky Crossing (HZ),717269,9841706,happy zebra
S12799,3/6/2014,Tigris D (HZ),0,0,happy zebra
S12800,3/6/2014,Windsor Den (HZ),0,0,happy zebra
S12801,3/7/2014,Windsor Den (HZ),0,0,happy zebra
S12802,3/7/2014,Pride Rock (HZ),718399,9838676,happy zebra
S12803,3/10/2014,Knot Tree (North),719268,9842540,happy zebra
S12804,3/10/2014,Knot Tree (North),718822,9842721,happy zebra
S12805,3/10/2014,Culvert City (HZ),718503,9842768,happy zebra
S12806,3/10/2014,Windsor Den (HZ),0,0,happy zebra
S12807,3/10/2014,Egyptian Goose (HZ),0,0,happy zebra
S12808,3/11/2014,Windsor Den (HZ),0,0,happy zebra
S12809,3/11/2014,Pride Rock (HZ),0,0,happy zebra
S12810,3/11/2014,Tigris D (HZ),0,0,happy zebra
S12811,3/11/2014,Pride Rock (HZ),0,0,happy zebra
S12812,3/18/2014,Rumpy Culvert (HZ),0,0,happy zebra
S12813,3/20/2014,Sprout (South),720459,9843686,happy zebra
S12814,3/20/2014,Tigris D (HZ),0,0,happy zebra
S12815,3/22/2014,Tigris D (HZ),0,0,happy zebra
S12816,3/22/2014,Egyptian Goose (HZ),718396,9840580,happy zebra
S12816,3/22/2014,LBJ X (HZ?),719255,9839866,happy zebra
S12817,3/22/2014,Kitty Corner (North),720712,9841909,happy zebra
S12818,3/23/2014,Egyptian Goose (HZ),0,0,happy zebra
S12819,3/27/2014,Knot Tree (North),718707,9842632,happy zebra
S12820,3/27/2014,Serena Maji Fisi (HZ),0,0,happy zebra
S12821,3/27/2014,Tigris D (HZ),0,0,happy zebra
S12822,3/27/2014,Serena Maji Fisi (HZ),719468,9838414,happy zebra
S12823,3/27/2014,Serena Maji Fisi (HZ),0,0,happy zebra
S12824,3/29/2014,Comatose Culvert (HZ),718144,9841480,happy zebra
S12825,3/29/2014,Tigris D (HZ),0,0,happy zebra
S12826,3/29/2014,Comatose Culvert (HZ),718315,9841370,happy zebra
