SESSION,DATE,landmarkid,utme,utmn,clan
S14733,3/24/2014,Fall 11 H2O (South),727537,9841827,serena s
S9401,12/11/2012,Fall 11 H2O (South),727546,9841800,serena s
S8902,7/3/2012,Fall 11 H2O (South),727547,9841796,serena s
S11730,6/20/2013,Fall 11 H2O (South),727550,9841770,serena s
S9374,11/28/2012,Fall 11 H2O (South),727551,9841405,serena s
S9242,10/30/2012,Fall 11 H2O (South),727552,9841764,serena s
S9377,11/28/2012,Fall 11 H2O (South),727552,9841779,serena s
S11502,2/13/2013,Fall 11 H2O (South),727553,9841770,serena s
S14714,3/17/2014,Fall 11 H2O (South),727554,9841784,serena s
S14688,3/1/2014,Fall 11 H2O (South),727555,9841749,serena s
S14722,3/19/2014,Fall 11 H2O (South),727559,9840962,serena s
S11427,1/10/2013,Fall 11 H2O (South),727562,9841256,serena s
S14582,1/25/2014,Fall 11 H2O (South),727565,9841154,serena s
S11582,3/21/2013,Fall 11 H2O (South),727568,9841705,serena s
S11527,2/22/2013,Fall 11 H2O (South),727572,9841686,serena s
S8898,7/1/2012,Fall 11 H2O (South),727578,9841832,serena s
S11462,2/2/2013,Fall 11 H2O (South),727585,9841046,serena s
S10225,7/6/2013,Fall 11 H2O (South),727595,9841675,serena s
S9017,8/3/2012,Fall 11 H2O (South),727601,9841566,serena s
S11652,5/22/2013,Fall 11 H2O (South),727608,9841660,serena s
S11884,9/8/2013,Fall 11 H2O (South),727608,9841025,serena s
S8950,7/13/2012,Fall 11 H2O (South),727622,9841631,serena s
S11442,1/16/2013,Fall 11 H2O (South),727623,9841626,serena s
S11619,4/22/2013,Fall 11 H2O (South),727623,9841650,serena s
S10241.1,7/15/2013,Fall 11 H2O (South),727625,9841615,serena s
S11470,2/4/2013,Fall 11 H2O (South),727627,9841618,serena s
S11528,2/22/2013,Fall 11 H2O (South),727629,9841660,serena s
S9238,10/30/2012,Fall 11 H2O (South),727634,9841551,serena s
S8938,7/10/2012,Fall 11 H2O (South),727635,9841576,serena s
S9013,8/1/2012,Fall 11 H2O (South),727636,9841580,serena s
S9006,8/1/2012,Fall 11 H2O (South),727637,9841568,serena s
S9413,12/16/2012,Fall 11 H2O (South),727637,9841811,serena s
S11746,6/24/2013,Fall 11 H2O (South),727637,9841574,serena s
S9409,12/15/2012,Fall 11 H2O (South),727640,9841842,serena s
S8991,7/31/2012,Fall 11 H2O (South),727644,9841558,serena s
S11581,3/21/2013,Fall 11 H2O (South),727647,9841819,serena s
S11702,6/15/2013,Fall 11 H2O (South),727649,9841415,serena s
S11721,6/18/2013,Fall 11 H2O (South),727651,9841004,serena s
S11702,6/15/2013,Fall 11 H2O (South),727655,9841540,serena s
S9293,11/13/2012,Fall 11 H2O (South),727656,9841035,serena s
S11622,4/22/2013,Fall 11 H2O (South),727667,9841528,serena s
S8968,7/20/2012,Fall 11 H2O (South),727671,9841526,serena s
S9032,8/6/2012,Fall 11 H2O (South),727671,9841586,serena s
S14735,3/24/2014,Fall 11 H2O (South),727677,9840997,serena s
S9309,11/16/2012,Fall 11 H2O (South),727680,9841269,serena s
S9239,10/30/2012,Fall 11 H2O (South),727686,9841779,serena s
S9367,11/27/2012,Fall 11 H2O (South),727688,9841780,serena s
S9296,11/13/2012,Fall 11 H2O (South),727693,9841775,serena s
S14654,2/24/2014,Fall 11 H2O (South),727696,9841498,serena s
S9087,8/22/2012,Fall 11 H2O (South),727698,9841500,serena s
S9057,8/12/2012,Fall 11 H2O (South),727699,9841652,serena s
S8942,7/11/2012,Fall 11 H2O (South),727702,9840968,serena s
S11943,10/17/2013,Fall 11 H2O (South),727706,9841485,serena s
S11671,6/7/2013,Fall 11 H2O (South),727708,9841471,serena s
S14670,2/26/2014,Fall 11 H2O (South),727708,9841071,serena s
S11677,6/8/2013,Fall 11 H2O (South),727712,9841846,serena s
S14653,2/24/2014,Fall 11 H2O (South),727714,9841757,serena s
S11469,2/4/2013,Fall 11 H2O (South),727721,9841047,serena s
S11642,5/17/2013,Fall 11 H2O (South),727728,9840910,serena s
S9349,11/21/2012,Fall 11 H2O (South),727733,9841591,serena s
S9161,9/10/2012,Fall 11 H2O (South),727740,9841020,serena s
S11838.1,8/16/2013,Fall 11 H2O (South),727741,9841578,serena s
S11724,6/18/2013,Fall 11 H2O (South),727746,9841183,serena s
S11661,6/1/2013,Fall 11 H2O (South),727754,9841516,serena s
S9337,11/20/2012,Fall 11 H2O (South),727757,9841206,serena s
S9336,11/20/2012,Fall 11 H2O (South),727772,9841206,serena s
S12029,11/23/2013,Fall 11 H2O (South),727783,9840917,serena s
S11585,3/22/2013,Fall 11 H2O (South),727789,9840907,serena s
S11691,6/11/2013,Fall 11 H2O (South),727789,9840908,serena s
S11642,5/17/2013,Fall 11 H2O (South),727790,9841223,serena s
S14669,2/26/2014,Fall 11 H2O (South),727814,9840983,serena s
S9115,8/31/2012,Fall 11 H2O (South),727821,9841488,serena s
S9335,11/20/2012,Fall 11 H2O (South),727827,9840932,serena s
S9338,11/20/2012,Fall 11 H2O (South),727827,9840932,serena s
S10231.1,7/9/2013,Fall 11 H2O (South),727829,9841827,serena s
S14734,3/24/2014,Fall 11 H2O (South),727851,9841254,serena s
S11529,3/1/2013,Fall 11 H2O (South),727864,9841553,serena s
S11596,3/25/2013,Fall 11 H2O (South),727867,9841273,serena s
S11564,3/3/2013,Fall 11 H2O (South),727892,9841179,serena s
S9071,8/14/2012,Fall 11 H2O (South),727893,9841268,serena s
S11555,2/27/2013,Fall 11 H2O (South),727904,9841592,serena s
S8983,7/30/2012,Fall 11 H2O (South),727917,9841606,serena s
S14695,3/2/2014,Fall 11 H2O (South),727917,9841247,serena s
S9370,11/27/2012,Fall 11 H2O (South),727923,9841146,serena s
S11813,8/14/2013,Fall 11 H2O (South),727923,9841600,serena s
S9038,8/9/2012,Fall 11 H2O (South),727924,9841242,serena s
S11569,3/13/2013,Fall 11 H2O (South),727926,9841214,serena s
S11773,8/5/2013,Fall 11 H2O (South),727933,9841198,serena s
S8993,7/31/2012,Fall 11 H2O (South),727937,9841166,serena s
S9026,8/7/2012,Fall 11 H2O (South),727937,9841162,serena s
S9122,8/31/2012,Fall 11 H2O (South),727937,9841160,serena s
S11621,4/22/2013,Fall 11 H2O (South),727937,9841123,serena s
S12103,12/19/2013,Fall 11 H2O (South),727940,9841140,serena s
S11653,5/22/2013,Fall 11 H2O (South),727944,9841189,serena s
S11642,5/17/2013,Fall 11 H2O (South),727947,9841336,serena s
S11907,9/20/2013,Fall 11 H2O (South),727947,9840996,serena s
S8961,7/19/2012,Fall 11 H2O (South),727948,9841056,serena s
S11459,2/2/2013,Fall 11 H2O (South),727948,9841070,serena s
S9025,8/7/2012,Fall 11 H2O (South),727949,9841060,serena s
S12109,12/21/2013,Fall 11 H2O (South),727949,9841007,serena s
S8981,7/30/2012,Fall 11 H2O (South),727951,9841092,serena s
S11433,1/10/2013,Fall 11 H2O (South),727970,9841508,serena s
S11447,1/17/2013,Fall 11 H2O (South),727999,9841462,serena s
S11642,5/17/2013,Fall 11 H2O (South),728014,9841143,serena s
S11665,6/3/2013,Fall 11 H2O (South),728016,9841106,serena s
S9238,10/30/2012,Fall 11 H2O (South),728032,9841745,serena s
S11621.1,4/22/2013,Fall 11 H2O (South),728035,9841232,serena s
S8900,7/1/2012,Fall 11 H2O (South),728050,9841510,serena s
S11704,6/15/2013,Fall 11 H2O (South),728051,9841503,serena s
S11500,2/13/2013,Fall 11 H2O (South),728055,9841422,serena s
S11676,6/8/2013,Fall 11 H2O (South),728061,9841495,serena s
S9157,9/10/2012,Fall 11 H2O (South),728071,9841490,serena s
S9348,11/21/2012,Fall 11 H2O (South),728076,9841043,serena s
S11615,4/11/2013,Fall 11 H2O (South),728079,9841424,serena s
S9331,11/19/2012,Fall 11 H2O (South),728084,9841484,serena s
S11540,2/24/2013,Fall 11 H2O (South),728109,9841504,serena s
S9233,10/27/2012,Fall 11 H2O (South),728113,9841572,serena s
S11683,6/8/2013,Fall 11 H2O (South),728128,9841120,serena s
S9019,8/5/2012,Fall 11 H2O (South),728142,9841444,serena s
S9189,9/20/2012,Fall 11 H2O (South),728183,9841408,serena s
S8903,7/3/2012,Fall 11 H2O (South),728194,9841048,serena s
S10216,7/1/2013,Fall 11 H2O (South),728194,9841403,serena s
S8918,7/5/2012,Fall 11 H2O (South),728209,9841382,serena s
S8904,7/3/2012,Fall 11 H2O (South),728214,9841254,serena s
S8948,7/13/2012,Fall 11 H2O (South),728239,9841350,serena s
S14574,1/22/2014,Fall 11 H2O (South),728241,9841351,serena s
S11709,6/16/2013,Fall 11 H2O (South),728247,9841340,serena s
S11710,6/16/2013,Fall 11 H2O (South),728247,9841340,serena s
S11553,2/27/2013,Fall 11 H2O (South),728255,9841300,serena s
S11647,5/19/2013,Fall 11 H2O (South),728260,9841305,serena s
S11432,1/10/2013,Fall 11 H2O (South),728282,9841310,serena s
S11708,6/16/2013,Fall 11 H2O (South),728283,9841308,serena s
S11508,2/15/2013,Fall 11 H2O (South),728289,9841282,serena s
S11683,6/8/2013,Fall 11 H2O (South),728295,9841362,serena s
S11578,3/16/2013,Fall 11 H2O (South),728312,9841266,serena s
S10239,7/12/2013,Fall 11 H2O (South),728316,9841256,serena s
S12020,11/18/2013,Fall 11 H2O (South),728320,9841259,serena s
S11425,1/10/2013,Fall 11 H2O (South),728323,9841260,serena s
S11908,9/23/2013,Fall 11 H2O (South),728326,9841252,serena s
S9391,12/5/2012,Fall 11 H2O (South),728327,9841433,serena s
S9348,11/21/2012,Fall 11 H2O (South),728351,9841259,serena s
S9184,9/18/2012,Fall 11 H2O (South),728378,9841848,serena s
S9144,9/5/2012,Fall 11 H2O (South),728396,9841824,serena s
S9145,9/5/2012,Fall 11 H2O (South),728397,9841822,serena s
S9145.1,9/5/2012,Fall 11 H2O (South),728397,9841822,serena s
S9145.2,9/5/2012,Fall 11 H2O (South),728397,9841822,serena s
S11530,3/1/2013,Fall 11 H2O (South),728397,9841499,serena s
S9144,9/5/2012,Fall 11 H2O (South),728399,9841910,serena s
S9376,11/28/2012,Fall 11 H2O (South),728421,9841773,serena s
S9140,9/5/2012,Fall 11 H2O (South),728426,9841770,serena s
S9348,11/21/2012,Fall 11 H2O (South),728483,9841259,serena s
S8977,7/24/2012,Fall 11 H2O (South),728525,9841336,serena s
S8975,7/24/2012,Flashforward den (South),,0,serena s
S8916,7/4/2012,Flashforward den (South),0,0,serena s
S8939,7/10/2012,Flashforward den (South),0,0,serena s
S8945,7/11/2012,Flashforward den (South),0,0,serena s
S8997,7/31/2012,Flashforward den (South),0,0,serena s
S9015,8/3/2012,Flashforward den (South),0,0,serena s
S9022,8/6/2012,Flashforward den (South),0,0,serena s
S9028,8/7/2012,Flashforward den (South),0,0,serena s
S9037,8/9/2012,Flashforward den (South),0,0,serena s
S9044,8/10/2012,Flashforward den (South),0,0,serena s
S9051,8/11/2012,Flashforward den (South),0,0,serena s
S9053,8/11/2012,Flashforward den (South),0,0,serena s
S9056,8/12/2012,Flashforward den (South),0,0,serena s
S9054,8/12/2012,Flashforward den (South),0,0,serena s
S9060,8/13/2012,Flashforward den (South),0,0,serena s
S9065,8/13/2012,Flashforward den (South),0,0,serena s
S9070,8/14/2012,Flashforward den (South),0,0,serena s
S9072,8/14/2012,Flashforward den (South),0,0,serena s
S9067,8/14/2012,Flashforward den (South),0,0,serena s
S9078,8/18/2012,Flashforward den (South),0,0,serena s
S9072.1,8/18/2012,Flashforward den (South),0,0,serena s
S9075,8/18/2012,Flashforward den (South),0,0,serena s
S9083,8/20/2012,Flashforward den (South),0,0,serena s
S9082,8/20/2012,Flashforward den (South),0,0,serena s
S9097.1,8/22/2012,Flashforward den (South),0,0,serena s
S9097,8/22/2012,Flashforward den (South),0,0,serena s
S9089,8/22/2012,Flashforward den (South),0,0,serena s
S9093,8/22/2012,Flashforward den (South),0,0,serena s
S9103,8/23/2012,Flashforward den (South),0,0,serena s
S9104,8/24/2012,Flashforward den (South),0,0,serena s
S9105,8/25/2012,Flashforward den (South),0,0,serena s
S9105,8/25/2012,Flashforward den (South),0,0,serena s
S9105,8/25/2012,Flashforward den (South),0,0,serena s
S9105,8/25/2012,Flashforward den (South),0,0,serena s
S9106,8/30/2012,Flashforward den (South),0,0,serena s
S9110,8/30/2012,Flashforward den (South),0,0,serena s
S9121,8/31/2012,Flashforward den (South),0,0,serena s
S9116,8/31/2012,Flashforward den (South),0,0,serena s
S9119,8/31/2012,Flashforward den (South),0,0,serena s
S9124,8/31/2012,Flashforward den (South),0,0,serena s
S9118,8/31/2012,Flashforward den (South),0,0,serena s
S9130,9/1/2012,Flashforward den (South),0,0,serena s
S9131,9/1/2012,Flashforward den (South),0,0,serena s
S9134,9/2/2012,Flashforward den (South),0,0,serena s
S9132,9/2/2012,Flashforward den (South),0,0,serena s
S9151,9/8/2012,Flashforward den (South),0,0,serena s
S9153,9/9/2012,Flashforward den (South),0,0,serena s
S9160,9/10/2012,Flashforward den (South),0,0,serena s
S9166,9/12/2012,Flashforward den (South),0,0,serena s
S9170,9/13/2012,Flashforward den (South),0,0,serena s
S9178,9/15/2012,Flashforward den (South),0,0,serena s
S9181,9/17/2012,Flashforward den (South),0,0,serena s
S9182,9/17/2012,Flashforward den (South),0,0,serena s
S9186,9/18/2012,Flashforward den (South),0,0,serena s
S9187,9/20/2012,Flashforward den (South),0,0,serena s
S9193,9/21/2012,Flashforward den (South),0,0,serena s
S9196,9/25/2012,Flashforward den (South),0,0,serena s
S9201,9/26/2012,Flashforward den (South),0,0,serena s
S9204,9/27/2012,Flashforward den (South),0,0,serena s
S9206,9/28/2012,Flashforward den (South),0,0,serena s
S9207,9/30/2012,Flashforward den (South),0,0,serena s
S9208,10/2/2012,Flashforward den (South),0,0,serena s
S9208.1,10/5/2012,Flashforward den (South),0,0,serena s
S9209,10/7/2012,Flashforward den (South),0,0,serena s
S9210,10/9/2012,Flashforward den (South),0,0,serena s
S9211,10/11/2012,Flashforward den (South),0,0,serena s
S9212,10/13/2012,Flashforward den (South),0,0,serena s
S9213,10/15/2012,Flashforward den (South),0,0,serena s
S9216,10/18/2012,Flashforward den (South),0,0,serena s
S9217,10/20/2012,Flashforward den (South),0,0,serena s
S9220,10/22/2012,Flashforward den (South),0,0,serena s
S9225,10/23/2012,Flashforward den (South),0,0,serena s
S9228,10/24/2012,Flashforward den (South),0,0,serena s
S9229,10/24/2012,Flashforward den (South),0,0,serena s
S9231,10/27/2012,Flashforward den (South),0,0,serena s
S9230,10/27/2012,Flashforward den (South),0,0,serena s
S9237,10/30/2012,Flashforward den (South),0,0,serena s
S9247,11/3/2012,Flashforward den (South),0,0,serena s
S9251,11/4/2012,Flashforward den (South),0,0,serena s
S9254,11/4/2012,Flashforward den (South),0,0,serena s
S9257,11/4/2012,Flashforward den (South),0,0,serena s
S9262,11/5/2012,Flashforward den (South),0,0,serena s
S9263,11/5/2012,Flashforward den (South),0,0,serena s
S9269,11/5/2012,Flashforward den (South),0,0,serena s
S9260,11/5/2012,Flashforward den (South),0,0,serena s
S9275,11/6/2012,Flashforward den (South),0,0,serena s
S9277,11/10/2012,Flashforward den (South),0,0,serena s
S9278,11/10/2012,Flashforward den (South),0,0,serena s
S9279,11/10/2012,Flashforward den (South),0,0,serena s
S9283,11/11/2012,Flashforward den (South),0,0,serena s
S9287,11/12/2012,Flashforward den (South),0,0,serena s
S9290,11/13/2012,Flashforward den (South),0,0,serena s
S9291,11/13/2012,Flashforward den (South),0,0,serena s
S9292,11/13/2012,Flashforward den (South),0,0,serena s
S9298,11/14/2012,Flashforward den (South),0,0,serena s
S9300,11/15/2012,Flashforward den (South),0,0,serena s
S9302,11/15/2012,Flashforward den (South),0,0,serena s
S9307,11/16/2012,Flashforward den (South),0,0,serena s
S9306,11/16/2012,Flashforward den (South),0,0,serena s
S9310,11/16/2012,Flashforward den (South),0,0,serena s
S9316,11/17/2012,Flashforward den (South),0,0,serena s
S9313,11/17/2012,Flashforward den (South),0,0,serena s
S9325,11/18/2012,Flashforward den (South),0,0,serena s
S9324,11/18/2012,Flashforward den (South),0,0,serena s
S9320,11/18/2012,Flashforward den (South),0,0,serena s
S9328,11/19/2012,Flashforward den (South),0,0,serena s
S9342,11/20/2012,Flashforward den (South),0,0,serena s
S9343,11/20/2012,Flashforward den (South),0,0,serena s
S9340,11/20/2012,Flashforward den (South),0,0,serena s
S9346,11/21/2012,Flashforward den (South),0,0,serena s
S9380,11/30/2012,Flashforward den (South),0,0,serena s
S9326,11/18/2012,Flashforward den (South),726799,9840395,serena s
S9322,11/18/2012,Flashforward den (South),726907,9840336,serena s
S9326,11/18/2012,Flashforward den (South),726996,9840249,serena s
S9341,11/20/2012,Flashforward den (South),727090,9840394,serena s
S9270,11/5/2012,Flashforward den (South),727170,9840564,serena s
S9228,10/24/2012,Flashforward den (South),727206,9840579,serena s
S9228,10/24/2012,Flashforward den (South),727283,9840598,serena s
S9010,8/1/2012,Flashforward den (South),727463,9840543,serena s
S9248,11/3/2012,Flashforward den (South),727495,9840508,serena s
S9171,9/13/2012,Flashforward den (South),727518,9840528,serena s
S9264,11/5/2012,Flashforward den (South),727572,9840994,serena s
S9188,9/20/2012,Flashforward den (South),727586,9840990,serena s
S11930,10/3/2013,FML Den (South),,0,serena s
S11926.1,10/4/2013,FML Den (South),0,0,serena s
S11930.1,10/6/2013,FML Den (South),0,0,serena s
S11926.2,10/6/2013,FML Den (South),0,0,serena s
S11931.1,10/7/2013,FML Den (South),0,0,serena s
S11933,10/9/2013,FML Den (South),0,0,serena s
S11933,10/9/2013,FML Den (South),0,0,serena s
S11933,10/9/2013,FML Den (South),0,0,serena s
S11935,10/13/2013,FML Den (South),0,0,serena s
S11935.1,10/13/2013,FML Den (South),0,0,serena s
S11937,10/14/2013,FML Den (South),0,0,serena s
S11936,10/14/2013,FML Den (South),0,0,serena s
S11938,10/16/2013,FML Den (South),0,0,serena s
S11942,10/16/2013,FML Den (South),0,0,serena s
S11946,10/17/2013,FML Den (South),0,0,serena s
S11950,10/19/2013,FML Den (South),0,0,serena s
S11951,10/21/2013,FML Den (South),0,0,serena s
S11956,10/22/2013,FML Den (South),0,0,serena s
S11960,10/24/2013,FML Den (South),0,0,serena s
S11965,10/26/2013,FML Den (South),0,0,serena s
S11961,10/26/2013,FML Den (South),0,0,serena s
S11971,10/27/2013,FML Den (South),0,0,serena s
S11973,10/29/2013,FML Den (South),0,0,serena s
S11983,10/30/2013,FML Den (South),0,0,serena s
S11986,11/1/2013,FML Den (South),0,0,serena s
S11985,11/1/2013,FML Den (South),0,0,serena s
S11990,11/2/2013,FML Den (South),0,0,serena s
S11993.1,11/4/2013,FML Den (South),0,0,serena s
S11994,11/6/2013,FML Den (South),0,0,serena s
S12002,11/10/2013,FML Den (South),0,0,serena s
S12003,11/12/2013,FML Den (South),0,0,serena s
S12011,11/13/2013,FML Den (South),0,0,serena s
S12012.2,11/15/2013,FML Den (South),0,0,serena s
S12012,11/15/2013,FML Den (South),0,0,serena s
S12012.5,11/15/2013,FML Den (South),0,0,serena s
S12016,11/16/2013,FML Den (South),0,0,serena s
S12017,11/18/2013,FML Den (South),0,0,serena s
S12017,11/18/2013,FML Den (South),0,0,serena s
S12021,11/18/2013,FML Den (South),0,0,serena s
S12024,11/19/2013,FML Den (South),0,0,serena s
S12025,11/22/2013,FML Den (South),0,0,serena s
S12030,11/23/2013,FML Den (South),0,0,serena s
S12031,11/25/2013,FML Den (South),0,0,serena s
S12031.4,11/25/2013,FML Den (South),0,0,serena s
S12034,11/26/2013,FML Den (South),0,0,serena s
S12037,11/26/2013,FML Den (South),0,0,serena s
S12042,11/28/2013,FML Den (South),0,0,serena s
S12038,11/28/2013,FML Den (South),0,0,serena s
S12057,11/29/2013,FML Den (South),0,0,serena s
S12053,11/29/2013,FML Den (South),0,0,serena s
S12062,12/2/2013,FML Den (South),0,0,serena s
S12064,12/2/2013,FML Den (South),0,0,serena s
S12075,12/5/2013,FML Den (South),0,0,serena s
S12074,12/5/2013,FML Den (South),0,0,serena s
S12071,12/5/2013,FML Den (South),0,0,serena s
S12098,12/17/2013,FML Den (South),0,0,serena s
S12099,12/18/2013,FML Den (South),0,0,serena s
S12107,12/19/2013,FML Den (South),0,0,serena s
S12100,12/19/2013,FML Den (South),0,0,serena s
S12114,12/21/2013,FML Den (South),0,0,serena s
S12116,12/21/2013,FML Den (South),0,0,serena s
S12118,12/22/2013,FML Den (South),0,0,serena s
S12123,12/22/2013,FML Den (South),0,0,serena s
S12128,12/23/2013,FML Den (South),0,0,serena s
S12129,12/26/2013,FML Den (South),0,0,serena s
S12135,12/26/2013,FML Den (South),0,0,serena s
S12139,12/28/2013,FML Den (South),0,0,serena s
S12141,12/28/2013,FML Den (South),0,0,serena s
S12151,12/30/2013,FML Den (South),0,0,serena s
S11972,10/27/2013,FML Den (South),725284,9841755,serena s
S12142,12/28/2013,FML Den (South),725290,9841545,serena s
S11591,3/24/2013,Go Here (South),726785,9840102,serena s
S11561,3/3/2013,Hall and Oates Tree (South),726173,9843975,serena s
S9366,11/26/2012,Hall and Oates Tree (South),726571,9844004,serena s
S9411,12/15/2012,Hall and Oates Tree (South),726890,9844025,serena s
S11510,2/16/2013,Hall and Oates Tree (South),727018,9843996,serena s
S9105,8/25/2012,Java House Den (South),0,0,serena s
S9105,8/25/2012,Java House Den (South),0,0,serena s
S9112,8/30/2012,Java House Den (South),0,0,serena s
S9111,8/30/2012,Java House Den (South),0,0,serena s
S9117,8/31/2012,Java House Den (South),0,0,serena s
S9125,8/31/2012,Java House Den (South),0,0,serena s
S9120,8/31/2012,Java House Den (South),0,0,serena s
S10218,7/3/2013,Java House Den (South),727503,9840712,serena s
S11756,6/28/2013,Java House Den (South),727520,9840880,serena s
S10211,7/1/2013,Java House Den (South),727551,9840830,serena s
S9143,9/5/2012,Kuni Beach (),0,0,serena s
S11891,9/11/2013,Kuni Beach (),727910,9842570,serena s
S9240,10/30/2012,Kuni Beach (),728008,9842564,serena s
S11700,6/13/2013,Kuni Beach (),728047,9842559,serena s
S11641,5/17/2013,Kuni Beach (),728067,9842447,serena s
S11964,10/26/2013,Kuni Beach (),728362,9842160,serena s
S12093,12/9/2013,Kuni Beach (),728367,9842067,serena s
S9144,9/5/2012,Kuni Beach (),728372,9842134,serena s
S11928.1,10/6/2013,Kuni Beach (),728383,9842155,serena s
S11892,9/11/2013,Kuni Beach (),728390,9842570,serena s
S11805,8/13/2013,Kuni Beach (),728394,9841924,serena s
S9141,9/5/2012,Kuni Beach (),728396,9842064,serena s
S9192,9/21/2012,Kuni Beach (),728397,9849130,serena s
S9095,8/22/2012,Kuni Beach (),728405,9842518,serena s
S9096,8/22/2012,Kuni Beach (),728411,9841934,serena s
S14563,1/14/2014,Kuni Beach (),728414,9842220,serena s
S9145,9/5/2012,Kuni Beach (),728418,9841918,serena s
S9142,9/5/2012,Kuni Beach (),728424,9842224,serena s
S11889,9/10/2013,Kuni Beach (),728430,9842170,serena s
S11955,10/21/2013,Kuni Beach (),728471,9842483,serena s
S9007,8/1/2012,Kuni Beach (),728518,9842348,serena s
S9014,8/3/2012,Kuni Beach (),728534,9842484,serena s
S14649,2/23/2014,Library of Alexandria Den (South),0,0,serena s
S14708,3/5/2014,Library of Alexandria Den (South),0,0,serena s
S11522,2/19/2013,Lighthouse Den (South),0,0,serena s
S11524,2/22/2013,Lighthouse Den (South),0,0,serena s
S11535,2/23/2013,Lighthouse Den (South),0,0,serena s
S11535,2/23/2013,Lighthouse Den (South),0,0,serena s
S11548,2/24/2013,Lighthouse Den (South),0,0,serena s
S11550,2/26/2013,Lighthouse Den (South),0,0,serena s
S11559,2/27/2013,Lighthouse Den (South),0,0,serena s
S11533,3/1/2013,Lighthouse Den (South),0,0,serena s
S11534,3/2/2013,Lighthouse Den (South),0,0,serena s
S11566,3/3/2013,Lighthouse Den (South),0,0,serena s
S11567,3/7/2013,Lighthouse Den (South),0,0,serena s
S11570,3/13/2013,Lighthouse Den (South),0,0,serena s
S11570,3/13/2013,Lighthouse Den (South),0,0,serena s
S11574,3/14/2013,Lighthouse Den (South),0,0,serena s
S11576,3/16/2013,Lighthouse Den (South),0,0,serena s
S11575,3/16/2013,Lighthouse Den (South),0,0,serena s
S11578.1,3/17/2013,Lighthouse Den (South),0,0,serena s
S11583,3/21/2013,Lighthouse Den (South),0,0,serena s
S11579.1,3/21/2013,Lighthouse Den (South),0,0,serena s
S11586,3/22/2013,Lighthouse Den (South),0,0,serena s
S11590,3/24/2013,Lighthouse Den (South),0,0,serena s
S11588,3/24/2013,Lighthouse Den (South),0,0,serena s
S11592,3/24/2013,Lighthouse Den (South),0,0,serena s
S11598,3/25/2013,Lighthouse Den (South),0,0,serena s
S11599,3/25/2013,Lighthouse Den (South),0,0,serena s
S11600,3/27/2013,Lighthouse Den (South),0,0,serena s
S11614,4/11/2013,Lighthouse Den (South),0,0,serena s
S11620,4/22/2013,Lighthouse Den (South),0,0,serena s
S11589,3/24/2013,Lighthouse Den (South),726999,9840335,serena s
S11570,3/13/2013,Lighthouse Den (South),727519,9840270,serena s
S9036,8/6/2012,Lonely Tube (South),0,0,serena s
S11902,9/18/2013,Lonely Tube (South),0,0,serena s
S11905,9/20/2013,Lonely Tube (South),0,0,serena s
S11912,9/25/2013,Lonely Tube (South),0,0,serena s
S12090,12/9/2013,Lonely Tube (South),0,0,serena s
S14550,1/5/2014,Lonely Tube (South),0,0,serena s
S14697,3/4/2014,Lonely Tube (South),0,0,serena s
S12075,12/5/2013,Lonely Tube (South),724623,9841576,serena s
S12080,12/6/2013,Lonely Tube (South),724746,9840790,serena s
S11931,10/3/2013,Lonely Tube (South),725014,9840814,serena s
S11974,10/29/2013,Lonely Tube (South),725068,9841027,serena s
S14596,1/31/2014,Lonely Tube (South),725220,9841334,serena s
S14568,1/19/2014,Lonely Tube (South),725243,9841405,serena s
S14552,1/7/2014,Lonely Tube (South),725268,9841451,serena s
S14602,2/4/2014,Lonely Tube (South),725277,9841484,serena s
S14548,1/5/2014,Lonely Tube (South),725288,9841545,serena s
S14664,2/25/2014,Lonely Tube (South),725288,9841701,serena s
S14595,1/31/2014,Lonely Tube (South),725291,9841535,serena s
S11934,10/13/2013,Lonely Tube (South),725296,9841586,serena s
S14550,1/5/2014,Lonely Tube (South),725298,9841626,serena s
S11890,9/10/2013,Lonely Tube (South),725369,9841488,serena s
S11962,10/26/2013,Lonely Tube (South),725501,9840840,serena s
S11995,11/6/2013,Lonely Tube (South),725585,9841250,serena s
S9200,9/25/2012,Mara Talek Junction (South),0,0,serena s
S9200,9/25/2012,Mara Talek Junction (South),0,0,serena s
S9200,9/25/2012,Mara Talek Junction (South),0,0,serena s
S9273,11/6/2012,Mara Talek Junction (South),728993,9841368,serena s
S8996,7/31/2012,Martin Darting Tree (South),728012,9839768,serena s
S9064,8/13/2012,Martin Darting Tree (South),728633,9841538,serena s
S11545,2/24/2013,Martin Darting Tree (South),728652,9841074,serena s
S14540,1/3/2014,Martin Darting Tree (South),728653,9841218,serena s
S11850,8/22/2013,Martin Darting Tree (South),728660,9841109,serena s
S11655,5/22/2013,Martin Darting Tree (South),728663,9841076,serena s
S8972,7/22/2012,Martin Darting Tree (South),728673,9840868,serena s
S10238,7/12/2013,Martin Darting Tree (South),728675,9841066,serena s
S11698,6/13/2013,Martin Darting Tree (South),728692,9841089,serena s
S9255,11/4/2012,Martin Darting Tree (South),728694,9841032,serena s
S11720,6/17/2013,Martin Darting Tree (South),728700,9841039,serena s
S11632,5/13/2013,Martin Darting Tree (South),728716,9841066,serena s
S8982,7/30/2012,Martin Darting Tree (South),728732,9841160,serena s
S11658,5/25/2013,Martin Darting Tree (South),728745,9841105,serena s
