SESSION,DATE,landmarkid,utme,utmn
77502,7/1/2012,Big Bush Communal Den (Talek),0,0
77507,7/1/2012,0,749082,9834896
77506,7/1/2012,0,747672,9835597
77508,7/1/2012,0,748892,9836170
77505,7/1/2012,0,747407,9836735
77512,7/1/2012,Box Crossing (Talek),748206,9837953
77511,7/1/2012,0,746430,9838248
77504,7/1/2012,0,747047,9838265
77513,7/1/2012,Riverbend Den (Talek),748477,9838427
77514,7/1/2012,Big Bush Den (Talek),748061,9838502
77503,7/1/2012,Resurrection Communal Den (Talek),747569,9838508
77510,7/1/2012,0,745903,9838594
77509,7/1/2012,0,743669,9840260
77518,7/2/2012,0,749030,9836442
77524,7/2/2012,0,749028,9836453
77521,7/2/2012,Stupid Tree (Talek),746997,9836480
77519,7/2/2012,0,749072,9836818
77522,7/2/2012,Camel Crossing (Talek),749138,9837259
77520,7/2/2012,0,750544,9837776
77515,7/2/2012,0,748569,9837854
77523,7/2/2012,0,748447,9838146
77525,7/2/2012,Saga Lugga Crossing (Talek),746269,9838353
77523,7/2/2012,Riverbend Den (Talek),748477,9838427
77523,7/2/2012,Riverbend Den (Talek),748477,9838427
77516,7/2/2012,Riverbend Den (Talek),748477,9838427
77523,7/2/2012,Riverbend Den (Talek),748477,9838427
77529,7/2/2012,Big Bush Den (Talek),748061,9838502
77517,7/2/2012,Big Bush Den (Talek),748061,9838502
77528,7/2/2012,0,744901,9839388
77526,7/2/2012,0,744432,9840047
77527,7/2/2012,0,743755,9840163
77548,7/3/2012,0,749135,9837106
77547,7/3/2012,0,748876,9837244
77549,7/3/2012,Camel Crossing (Talek),749138,9837259
77542,7/3/2012,Camel Crossing (Talek),749138,9837259
77530,7/3/2012,0,749649,9837304
77546,7/3/2012,0,749015,9837310
77531,7/3/2012,0,749010,9837318
77536,7/3/2012,Cheetah Tree Crossing (Talek),748565,9837620
77532,7/3/2012,0,748650,9837676
77552,7/3/2012,0,751282,9837756
77537,7/3/2012,0,748403,9837760
77534,7/3/2012,0,748248,9837964
77550,7/3/2012,0,748356,9838122
77535,7/3/2012,Saga Lugga (Talek),746095,9838250
77533,7/3/2012,Riverbend Den (Talek),748477,9838427
77551,7/3/2012,Riverbend Den (Talek),748477,9838427
77543,7/3/2012,0,745921,9838526
77544,7/3/2012,0,745538,9838646
77538,7/3/2012,Border Tree (Talek),745310,9838783
77541,7/3/2012,0,744762,9839466
77539,7/3/2012,0,744656,9839883
77545,7/3/2012,0,744243,9840089
77540,7/3/2012,0,743046,9840369
77560,7/4/2012,Magic Culvert (Talek),747371,9836013
77559,7/4/2012,0,749168,9837118
77555,7/4/2012,Camel Crossing (Talek),749138,9837259
77569,7/4/2012,Camel Crossing (Talek),749138,9837259
77568,7/4/2012,0,748893,9837534
77562,7/4/2012,Paul's Tree (Talek),751530,9837604
77554,7/4/2012,0,748280,9837816
77563,7/4/2012,0,748302,9837822
77553,7/4/2012,0,748259,9837845
77558,7/4/2012,0,748216,9837848
77570,7/4/2012,0,748427,9837989
77573,7/4/2012,0,748438,9838021
77567,7/4/2012,0,746887,9838268
77571,7/4/2012,Riverbend Den (Talek),748477,9838427
77571,7/4/2012,Riverbend Den (Talek),748477,9838427
77556,7/4/2012,Riverbend Den (Talek),748477,9838427
77566,7/4/2012,0,746763,9838456
77565,7/4/2012,0,746140,9838486
77572,7/4/2012,Big Bush Den (Talek),748061,9838502
77557,7/4/2012,Big Bush Den (Talek),748061,9838502
77564,7/4/2012,0,746031,9838616
77561,7/4/2012,0,743481,9840794
77561,7/4/2012,0,743481,9840794
77561,7/4/2012,0,743487,9841160
77592,7/5/2012,~location non standard (),0,0
77584,7/5/2012,Vulture Crossing (Talek),0,0
77578,7/5/2012,0,747278,9836542
77580,7/5/2012,Main Den One Creek Crossing (Talek),747796.875,9836633
77586,7/5/2012,Main Den One Creek Crossing (Talek),747796.875,9836633
77587,7/5/2012,0,747687,9836677
77585,7/5/2012,0,747915,9836756
77579,7/5/2012,0,747516,9836862
77583,7/5/2012,0,748125,9836937
77574,7/5/2012,0,749143,9837486
77596,7/5/2012,0,746236,9837814
77595,7/5/2012,Box Crossing (Talek),748090,9837837
77589,7/5/2012,0,747304,9837977
77577,7/5/2012,0,747494,9838082
77593,7/5/2012,0,748436,9838091
77590,7/5/2012,Centre Tree (Talek),747366,9838133
77575,7/5/2012,0,748450,9838192
77594,7/5/2012,Riverbend Den (Talek),748477,9838427
77576,7/5/2012,Riverbend Den (Talek),748477,9838427
77591,7/5/2012,Big Bush Den (Talek),748061,9838502
77597,7/5/2012,Big Bush Den (Talek),748061,9838502
77588,7/5/2012,0,744620,9839321
77611,7/6/2012,Vulture Crossing (Talek),0,0
77603,7/6/2012,0,746693,9836681
77613,7/6/2012,0,748094,9836704
77614,7/6/2012,0,748303,9836822
77615,7/6/2012,0,748804,9836924
77612,7/6/2012,0,747834,9836976
77606,7/6/2012,Crazy Tree Crossing (Talek),749316,9837198
77602,7/6/2012,0,748821,9837218
77616,7/6/2012,Camel Crossing (Talek),749138,9837259
77598,7/6/2012,0,749030,9837412
77610,7/6/2012,0,747736,9837458
77605,7/6/2012,Suicide Crossing (Talek),751870,9837590
77599,7/6/2012,0,748729,9837610
77601,7/6/2012,0,748032,9837647
77604,7/6/2012,0,750603,9837788
77617,7/6/2012,0,748360,9837824
77618,7/6/2012,0,748482,9838108
77620,7/6/2012,0,748420,9838216
77609,7/6/2012,0,746412,9838250
77619,7/6/2012,Riverbend Den (Talek),748477,9838427
77600,7/6/2012,Riverbend Den (Talek),748477,9838427
77621,7/6/2012,Big Bush Den (Talek),748061,9838502
77607,7/6/2012,Little Bend Crossing (Talek),744307,9838557
77608,7/6/2012,0,743103,9840348
77631,7/7/2012,0,748665,9836108
77630,7/7/2012,0,748796,9836176
77629,7/7/2012,Camel Crossing (Talek),749138,9837259
77622,7/7/2012,0,748897,9837532
77623,7/7/2012,0,748114,9837980
77624,7/7/2012,0,747782,9838026
77625,7/7/2012,0,747595,9838046
77626,7/7/2012,0,747172,9838170
77634,7/7/2012,0,748456,9838218
77627,7/7/2012,Saga Lugga Crossing (Talek),746269,9838353
77635,7/7/2012,Riverbend Den (Talek),748477,9838427
77628,7/7/2012,Lucky Tree (Talek),743521,9838480
77633,7/7/2012,0,744929,9839378
77632,7/7/2012,0,744050,9840330
77639,7/8/2012,0,748382,9837821
77636,7/8/2012,0,748572,9837908
77643,7/8/2012,0,748047,9837952
77637,7/8/2012,Riverbend Den (Talek),748477,9838427
77638,7/8/2012,Big Bush Den (Talek),748061,9838502
77642,7/8/2012,0,745161,9839103
77641,7/8/2012,0,744316,9840029
77640,7/8/2012,0,743813,9840118
77647,7/9/2012,0,748372,9832776
77656,7/9/2012,0,749988,9837394
77645,7/9/2012,0,749450,9837430
77646,7/9/2012,0,748844,9837560
77657,7/9/2012,Suicide Crossing (Talek),751870,9837590
77644,7/9/2012,Putrid Crossing (Talek),751982,9837697
77650,7/9/2012,0,748002,9837966
77653,7/9/2012,0,746471,9838167
77654,7/9/2012,0,748468,9838228
77649,7/9/2012,0,745839,9838326
77648,7/9/2012,Saga Lugga Crossing (Talek),746269,9838353
77655,7/9/2012,Riverbend Den (Talek),748477,9838427
77652,7/9/2012,0,745793,9838501
77651,7/9/2012,0,744962,9839590
77665,7/10/2012,0,748359,9837106
77664,7/10/2012,0,748882,9837154
77658,7/10/2012,0,749177,9837561
77662,7/10/2012,Cheetah Tree Crossing (Talek),748565,9837620
77663,7/10/2012,Cheetah Tree Crossing (Talek),748705,9837620
77659,7/10/2012,0,748594,9837795
77661,7/10/2012,0,748287,9837839
77661,7/10/2012,0,748406,9838233
77660,7/10/2012,Riverbend Den (Talek),748477,9838427
77666,7/10/2012,0,743856,9840370
77667,7/10/2012,Fig Tree Lugga - Top (Talek),744290,9840698
77668,7/11/2012,0,748794,9836872
77669,7/11/2012,0,747932,9836887
77670,7/11/2012,0,747863,9837290
77677,7/11/2012,0,748651,9837687
77676,7/11/2012,0,747892,9837981
77671,7/11/2012,0,745088,9838043
77678,7/11/2012,0,748525,9838118
77679,7/11/2012,Riverbend Den (Talek),748477,9838427
77675,7/11/2012,0,744935,9839367
77674,7/11/2012,0,744647,9839954
77672,7/11/2012,0,744522,9840202
77673,7/11/2012,Fig Tree Lugga - Top (Talek),744290,9840698
77687,7/12/2012,0,745067,9833891
77689,7/12/2012,Camel Crossing (Talek),749138,9837259
77693,7/12/2012,0,748812,9837484
77690,7/12/2012,0,748693,9837882
77692,7/12/2012,0,748016,9838229
77680,7/12/2012,Coucal Crossing (Talek),746604,9838360
77691,7/12/2012,Riverbend Den (Talek),748477,9838427
77684,7/12/2012,0,744060,9838960
77685,7/12/2012,0,744773,9839142
77681,7/12/2012,0,744928,9839377
77686,7/12/2012,0,744978,9839448
77682,7/12/2012,0,744665,9839867
77683,7/12/2012,0,744384,9840545
77708,7/13/2012,DOC's Pond Crossing (Talek),748807,9836032
77707,7/13/2012,0,748625,9836445
77709,7/13/2012,0,747483,9836463
77710,7/13/2012,0,748099,9837143
77694,7/13/2012,0,749065,9837506
77695,7/13/2012,0,748692,9837614
77696,7/13/2012,Cheetah Tree Crossing (Talek),748565,9837620
77716,7/13/2012,0,748707,9837738
77718,7/13/2012,0,749622,9837774
77697,7/13/2012,0,748588,9837828
77719,7/13/2012,0,749669,9837846
77701,7/13/2012,0,748254,9837852
77712,7/13/2012,0,747756,9837886
77699,7/13/2012,0,748492,9837933
77717,7/13/2012,0,748885,9837964
77702,7/13/2012,0,748682,9838079
77698,7/13/2012,0,748504,9838125
77715,7/13/2012,Riverbend Den (Talek),748477,9838427
77711,7/13/2012,Riverbend Den (Talek),748477,9838427
77703,7/13/2012,Riverbend Den (Talek),748477,9838427
77700,7/13/2012,Riverbend Den (Talek),748477,9838427
77699,7/13/2012,Riverbend Den (Talek),748477,9838427
77714,7/13/2012,0,745931,9838490
77713,7/13/2012,0,745716,9838520
77706,7/13/2012,0,743107,9840362
77704,7/13/2012,0,744450,9840647
77705,7/13/2012,0,744636,9840774
77731,7/14/2012,0,747032,9834842
77724,7/14/2012,0,748813,9836458
77727,7/14/2012,0,748803,9836614
77732,7/14/2012,0,748702,9836684
77726,7/14/2012,0,748590,9836706
77734,7/14/2012,0,748846,9836820
77733,7/14/2012,0,748678,9836862
77723,7/14/2012,Camel Crossing (Talek),749138,9836959
77720,7/14/2012,0,749908,9836986
77721,7/14/2012,0,749932,9837064
77720,7/14/2012,0,750587,9837250
77722,7/14/2012,0,749002,9837320
77725,7/14/2012,Cheetah Tree (Talek),748467,9837406
77728,7/14/2012,Paul's Tree (Talek),751530,9837604
77729,7/14/2012,Cheetah Tree Crossing (Talek),748565,9837620
77735,7/14/2012,0,748647,9837716
77740,7/14/2012,0,748470,9838008
77738,7/14/2012,0,748428,9838139
77736,7/14/2012,0,748428,9838139
77737,7/14/2012,0,748428,9838139
77739,7/14/2012,Riverbend Den (Talek),748477,9838427
77730,7/14/2012,0,745901,9838492
77753,7/15/2012,0,745076,9833618
77754,7/15/2012,0,749398,9835622
77755,7/15/2012,0,749073,9836808
77749,7/15/2012,0,749964,9837106
77741,7/15/2012,0,748905,9837531
77746,7/15/2012,0,749775,9837582
77750,7/15/2012,0,748771,9837588
77744,7/15/2012,0,748805,9837592
77747,7/15/2012,Paul's Tree (Talek),751530,9837604
77757,7/15/2012,Cheetah Tree Crossing (Talek),748565,9837620
77752,7/15/2012,0,748676,9837634
77756,7/15/2012,0,748709,9837654
77758,7/15/2012,0,748616,9837808
77761,7/15/2012,0,748310,9837824
77743,7/15/2012,0,748295,9837975
77748,7/15/2012,0,749740,9837988
77743,7/15/2012,0,748558,9838023
77745,7/15/2012,0,749914,9838139
77760,7/15/2012,0,748514,9838156
77759,7/15/2012,Riverbend Den (Talek),748477,9838427
77751,7/15/2012,Riverbend Den (Talek),748477,9838427
77742,7/15/2012,Riverbend Den (Talek),748477,9838427
77742,7/15/2012,Riverbend Den (Talek),748477,9838427
77768,7/16/2012,0,749836,9834221
77771,7/16/2012,Main Den One Creek Crossing (Talek),747796.875,9836633
77763,7/16/2012,0,747660,9836700
77769,7/16/2012,Lone Tree (Talek),748221.875,9836706
77770,7/16/2012,0,752466,9836996
77764,7/16/2012,0,749134,9837433
77777,7/16/2012,0,749180,9837466
77773,7/16/2012,0,748960,9837532
77779,7/16/2012,0,749101,9837554
77765,7/16/2012,Cheetah Tree Crossing (Talek),748565,9837620
77778,7/16/2012,Putrid Crossing (Talek),751982,9837697
77783,7/16/2012,Box Crossing (Talek),748090,9837837
77766,7/16/2012,0,748256,9837884
77774,7/16/2012,0,748754,9837944
77775,7/16/2012,0,748499,9838034
77767,7/16/2012,Centre Tree (Talek),747366,9838133
77782,7/16/2012,Centre Tree (Talek),747366,9838133
77776,7/16/2012,Riverbend Den (Talek),748477,9838427
77762,7/16/2012,Riverbend Den (Talek),748477,9838427
77772,7/16/2012,0,745815,9838498
77780,7/16/2012,0,745233,9839202
77781,7/16/2012,0,743804,9840125
77789.2,7/17/2012,Balloon Tree (Talek),748453,9835078
77786.1,7/17/2012,Nook (Talek),746989,9835254
77786.9,7/17/2012,Magic Culvert (Talek),747371,9836013
77789.1,7/17/2012,Magic Culvert (Talek),747371,9836013
77786.7,7/17/2012,DOC's Pond Crossing (Talek),748856,9836132
77786.8,7/17/2012,Main Den One Creek Crossing (Talek),747796.875,9836633
77789.4,7/17/2012,Lone Tree (Talek),748593,9836694
77789.5,7/17/2012,Camel Crossing (Talek),748911,9836934
77787,7/17/2012,0,749690,9837031
77789.5,7/17/2012,Camel Crossing (Talek),748998,9837126
77786.6,7/17/2012,Cheetah Tree (Talek),748316,9837186
77786.4,7/17/2012,Camel Crossing (Talek),749138,9837259
77789.7,7/17/2012,Cheetah Tree (Talek),748467,9837406
77789.1,7/17/2012,Croton Island-East Edge (Talek),749589,9837432
77789.6,7/17/2012,Cheetah Tree (Talek),748712,9837634
77786.12,7/17/2012,Aardwolf Trees (Talek),745698,9837678
77789,7/17/2012,0,748626,9837706
77786.3,7/17/2012,Box Crossing (Talek),748332,9837810
77786.1,7/17/2012,Cheetah Tree (Talek),748612,9837876
77789.9,7/17/2012,Cheetah Tree Crossing (Talek),748567,9837962
77786.11,7/17/2012,"Horseshoe Lugga, Top (Talek)",744395,9838300
77786.2,7/17/2012,Riverbend Den (Talek),748477,9838427
77789.8,7/17/2012,Riverbend Den (Talek),748477,9838427
77786,7/17/2012,0,744790,9838518
77784,7/17/2012,0,745815,9838526
77785,7/17/2012,0,744619,9840006
77788,7/17/2012,0,743774,9840150
77800,7/18/2012,0,749033,9836414
77807.1,7/18/2012,0,747466,9836471
77805,7/18/2012,0,747488,9836544
77799,7/18/2012,0,749074,9836624
77797,7/18/2012,0,748051,9836664
77811,7/18/2012,0,749059,9837071
77794,7/18/2012,0,748463,9837180
77796,7/18/2012,0,747997,9837198
77798,7/18/2012,Camel Crossing (Talek),749138,9837259
77808,7/18/2012,0,748674,9837587
77790,7/18/2012,0,748662,9837596
77814,7/18/2012,0,748786,9837613
77810,7/18/2012,Cheetah Tree Crossing (Talek),748565,9837620
77801,7/18/2012,Cheetah Tree Crossing (Talek),748565,9837620
77795,7/18/2012,0,748166,9837692
77793,7/18/2012,0,748807,9837708
77815,7/18/2012,0,751254,9837761
77812,7/18/2012,0,748519,9837775
77802,7/18/2012,0,748286,9837816
77804,7/18/2012,0,748228,9837861
77792,7/18/2012,0,748771,9837952
77809,7/18/2012,0,748384,9837979
77807,7/18/2012,Coucal Crossing (Talek),746604,9838360
77813,7/18/2012,Riverbend Den (Talek),748477,9838427
77791,7/18/2012,Riverbend Den (Talek),748477,9838427
77806,7/18/2012,0,745066,9839278
77803,7/18/2012,0,743557,9840190
77830,7/19/2012,Vulture Crossing (Talek),0,0
77829,7/19/2012,0,747857,9837106
77823,7/19/2012,0,749030,9837112
77824,7/19/2012,0,747560,9837164
77819,7/19/2012,Camel Crossing (Talek),749138,9837259
77820,7/19/2012,Camel Crossing (Talek),749138,9837259
77828,7/19/2012,0,748938,9837378
77823,7/19/2012,Cheetah Tree (Talek),748467,9837406
77821,7/19/2012,Cheetah Tree Crossing (Talek),748565,9837620
77834,7/19/2012,0,748599,9837793
77822,7/19/2012,0,748279,9837836
77816,7/19/2012,0,748542,9837872
77818,7/19/2012,0,748536,9837934
77831,7/19/2012,0,747183,9838167
77832,7/19/2012,0,747478,9838168
77825,7/19/2012,0,746656,9838204
77826,7/19/2012,Saga Lugga Crossing (Talek),746269,9838353
77817,7/19/2012,Riverbend Den (Talek),748477,9838427
77817,7/19/2012,Riverbend Den (Talek),748477,9838427
77833,7/19/2012,Riverbend Den (Talek),748477,9838427
77827,7/19/2012,Border Tree (Talek),745310,9838783
77848,7/20/2012,0,748961,9836296
77847,7/20/2012,0,748814,9836806
77846,7/20/2012,0,748814,9837550
77849,7/20/2012,0,748712,9837664
77855,7/20/2012,0,748536,9837856
77850,7/20/2012,0,748225,9837879
77845,7/20/2012,0,748257,9837964
77841,7/20/2012,0,748257,9837964
77856,7/20/2012,0,748243,9837976
77858,7/20/2012,0,748399,9838006
77838,7/20/2012,0,748535,9838034
77840,7/20/2012,0,748060,9838046
77854,7/20/2012,0,747786,9838066
77844,7/20/2012,0,748405,9838142
77842,7/20/2012,0,748438,9838160
77839,7/20/2012,Landmark Tree (Talek),748447,9838182
77852,7/20/2012,0,746502,9838240
77851,7/20/2012,Maji Fisi (Talek),745018,9838398
77857,7/20/2012,Riverbend Den (Talek),748477,9838427
77843,7/20/2012,Riverbend Den (Talek),748477,9838427
77839,7/20/2012,Riverbend Den (Talek),748477,9838427
77853,7/20/2012,0,745374,9838522
77835,7/20/2012,0,736873,9850568
77836,7/20/2012,0,737293,9852019
77837,7/20/2012,0,737034,9852204
77867,7/21/2012,DOC's Pond Crossing (Talek),748807,9836032
77879,7/21/2012,0,748173,9836570
77883,7/21/2012,Main Den One Creek Crossing (Talek),747796.875,9836633
77881,7/21/2012,0,746799,9836644
77890,7/21/2012,0,746798,9836653
77865,7/21/2012,Lone Tree (Talek),748221.875,9836706
77868,7/21/2012,Lone Tree (Talek),748221.875,9836706
77878,7/21/2012,0,747986,9836794
77866,7/21/2012,0,748308,9836830
77891,7/21/2012,0,746886,9836830
77865,7/21/2012,0,748586,9836868
77882,7/21/2012,0,746885,9836898
77880,7/21/2012,0,749202,9836956
77868,7/21/2012,0,748320,9837034
77885,7/21/2012,0,749052,9837134
77877,7/21/2012,0,747926,9837150
77865,7/21/2012,0,748312,9837338
77889,7/21/2012,Cheetah Tree (Talek),748467,9837406
77868,7/21/2012,Cheetah Tree (Talek),748467,9837406
77876,7/21/2012,0,747902,9837436
77869,7/21/2012,Suicide Crossing (Talek),751870,9837590
77864,7/21/2012,Cheetah Tree Crossing (Talek),748565,9837620
77884,7/21/2012,0,748550,9837848
77859,7/21/2012,0,748483,9837850
77875,7/21/2012,Pee Spot Crossing (Talek),747225,9837906
77886,7/21/2012,0,748249,9837926
77896,7/21/2012,0,748211,9837952
77862,7/21/2012,0,748105,9838024
77861,7/21/2012,0,748497,9838048
77886,7/21/2012,0,748482,9838194
77897,7/21/2012,0,748459,9838198
77860,7/21/2012,Riverbend Den (Talek),748477,9838427
77863,7/21/2012,Riverbend Den (Talek),748477,9838427
77887,7/21/2012,Riverbend Den (Talek),748477,9838427
77895,7/21/2012,0,745932,9838461
77888,7/21/2012,0,748483,9838876
77894,7/21/2012,0,744605,9840039
77893,7/21/2012,0,743815,9840107
77892,7/21/2012,0,743385,9840249
77870,7/21/2012,0,742424,9845126
77874,7/21/2012,0,741059,9846443
77871,7/21/2012,0,738007,9851580
77872,7/21/2012,0,737590,9851704
77873.1,7/21/2012,0,737968,9852012
77873,7/21/2012,0,737494,9852218
77899,7/22/2012,0,747793,9836200
77903,7/22/2012,0,748541,9836680
77902,7/22/2012,0,748410,9837236
77898,7/22/2012,0,748386,9837256
77901,7/22/2012,0,747908,9837440
77900,7/22/2012,Teapot Tree Crossing (Talek),747432,9837579
77904,7/22/2012,0,748403,9837814
77905,7/22/2012,Box Crossing (Talek),748090,9837837
77908,7/22/2012,0,748556,9838038
77906,7/22/2012,0,748482,9838188
77907,7/22/2012,Riverbend Den (Talek),748477,9838427
77909,7/22/2012,0,743802,9840132
77918,7/24/2012,Stupid Tree (Talek),746997,9836480
77920,7/24/2012,0,748558,9836680
77919,7/24/2012,Box Crossing (Talek),748090,9837837
77923,7/24/2012,0,748470,9838034
77924,7/24/2012,0,748466,9838192
77921,7/24/2012,0,748466,9838192
77917,7/24/2012,0,744792,9838372
77914,7/24/2012,0,746406,9838392
77910,7/24/2012,Riverbend Den (Talek),748477,9838427
77922,7/24/2012,Riverbend Den (Talek),748477,9838427
77925,7/24/2012,Riverbend Den (Talek),748477,9838427
77915,7/24/2012,0,745056,9839130
77913,7/24/2012,0,745129,9839157
77911,7/24/2012,Coral Reef  (Talek ),745757,9839525
77916,7/24/2012,0,743764,9840044
77912,7/24/2012,0,743225,9840307
77947,7/25/2012,Vulture Crossing (Talek),0,0
77938,7/25/2012,Magic Culvert (Talek),747371,9836013
77939,7/25/2012,0,747437,9836198
77936,7/25/2012,0,747581,9836310
77940,7/25/2012,0,747631,9836468
77944,7/25/2012,0,746976,9836588
77942,7/25/2012,0,747655,9836776
77934,7/25/2012,0,748784,9836852
77951,7/25/2012,0,748785,9836922
77935,7/25/2012,0,748910,9836954
77941,7/25/2012,Lone Tree (Talek),747868,9837060
77937,7/25/2012,Crazy Tree Crossing (Talek),749316,9837198
77950,7/25/2012,0,748177,9837210
77949,7/25/2012,0,747999,9837250
77943,7/25/2012,0,747447,9837358
77948,7/25/2012,0,747717,9837488
77954,7/25/2012,Suicide Crossing (Talek),751870,9837590
77946,7/25/2012,0,747233,9837592
77952,7/25/2012,0,748636,9837720
77926,7/25/2012,Box Crossing (Talek),748090,9837837
77933,7/25/2012,Box Crossing (Talek),748090,9837837
77927,7/25/2012,0,747817,9838027
77928,7/25/2012,0,747047,9838184
77945,7/25/2012,0,746455,9838308
77953,7/25/2012,Riverbend Den (Talek),748477,9838427
77953.1,7/25/2012,Riverbend Den (Talek),748477,9838427
77930,7/25/2012,Riverbend Den (Talek),748477,9838427
77932,7/25/2012,Riverbend Den (Talek),748477,9838427
77931,7/25/2012,Big Bush Den (Talek),748061,9838502
77929,7/25/2012,0,744833,9839103
77978,7/26/2012,DOC's Pond Crossing (Talek),748807,9836032
77960,7/26/2012,0,748900,9836264
77977,7/26/2012,0,749039,9836442
77976,7/26/2012,0,749623,9837021
77979,7/26/2012,Camel Crossing (Talek),749138,9837259
77959,7/26/2012,0,748415,9837764
77969,7/26/2012,0,748037,9837936
77961,7/26/2012,0,747847,9837945
77991,7/26/2012,0,747886,9837980
77982,7/26/2012,0,748427,9838005
77958,7/26/2012,0,747716,9838022
77957,7/26/2012,0,747716,9838022
77981,7/26/2012,0,747634,9838034
77990,7/26/2012,0,747635,9838038
77970,7/26/2012,0,747036,9838112
77989,7/26/2012,Centre Tree (Talek),747366,9838133
77983,7/26/2012,0,748488,9838206
77956,7/26/2012,0,747075,9838275
77972,7/26/2012,0,746441,9838306
77980,7/26/2012,0,746799,9838350
77988,7/26/2012,Saga Lugga Crossing (Talek),746269,9838353
77985,7/26/2012,Saga Lugga Crossing (Talek),746269,9838353
77971,7/26/2012,Coucal Crossing (Talek),746604,9838360
77955,7/26/2012,Riverbend Den (Talek),748477,9838427
77983,7/26/2012,Riverbend Den (Talek),748477,9838427
77983,7/26/2012,Riverbend Den (Talek),748477,9838427
77973,7/26/2012,0,745859,9838492
77987,7/26/2012,0,744737,9839484
77974,7/26/2012,0,744518,9840014
77975,7/26/2012,0,743856,9840070
77986,7/26/2012,0,743233,9840306
78010,7/27/2012,DOC's Pond Crossing (Talek),748807,9836032
78005,7/27/2012,0,747378,9837141
78006,7/27/2012,0,746284,9837235
78001,7/27/2012,Century Crossing (Talek),747636,9837248
78016,7/27/2012,0,746293,9837304
77998,7/27/2012,0,747467,9837392
77999,7/27/2012,0,747467,9837392
78000,7/27/2012,Teapot Tree Crossing (Talek),747432,9837579
77992,7/27/2012,Cheetah Tree Crossing (Talek),748565,9837620
78008,7/27/2012,0,748029,9837955
77997,7/27/2012,Rhino Skull Lugga Crossing (Talek),746673,9837962
78020,7/27/2012,0,748061,9838010
77996,7/27/2012,0,747808,9838026
78018,7/27/2012,0,748232,9838186
78012,7/27/2012,0,746395,9838200
78009,7/27/2012,0,746395,9838200
78019,7/27/2012,0,748005,9838236
77994,7/27/2012,Riverbend Den (Talek),748477,9838427
77995,7/27/2012,Riverbend Den (Talek),748477,9838427
78011,7/27/2012,Riverbend Den (Talek),748477,9838427
78017,7/27/2012,Riverbend Den (Talek),748477,9838427
78013,7/27/2012,0,745899,9838492
78015,7/27/2012,0,744748,9838636
78014,7/27/2012,Border Tree (Talek),745310,9838783
78003,7/27/2012,Border Tree (Talek),745310,9838783
78002,7/27/2012,0,744831,9838930
77993,7/27/2012,0,743166,9840333
78004,7/27/2012,0,743571,9840558
78007,7/27/2012,Tawny Tree (Talek),743097,9840863
78033,7/28/2012,Balloon Tree (Talek),748126.1456,9835148.488
78032,7/28/2012,0,748324,9836427
78034,7/28/2012,0,746895,9836516
78030,7/28/2012,0,747324,9837687
78031,7/28/2012,0,747324,9837687
78029,7/28/2012,0,746679,9838067
78025,7/28/2012,Saga Lugga Crossing (Talek),746269,9838353
78029,7/28/2012,Saga Lugga Crossing (Talek),746269,9838353
78027,7/28/2012,Saga Lugga Crossing (Talek),746269,9838353
78028,7/28/2012,Coucal Crossing (Talek),746604,9838360
78021,7/28/2012,Riverbend Den (Talek),748477,9838427
78035,7/28/2012,0,746053,9838452
78026,7/28/2012,0,746291,9838485
78028,7/28/2012,0,746291,9838485
78024,7/28/2012,0,746245,9838492
78023,7/28/2012,0,745923,9838494
78037,7/28/2012,0,745536,9838556
78022,7/28/2012,0,745252,9838929
78038,7/28/2012,0,745064,9839246
78036,7/28/2012,0,743423,9840244
78057,7/29/2012,0,746289,9836282
78054,7/29/2012,0,747625,9836452
78052,7/29/2012,0,747625,9836452
78051,7/29/2012,0,747204,9837640
78039,7/29/2012,0,750873,9837850
78056,7/29/2012,0,746874,9837864
78050,7/29/2012,15 Year Crossing (Talek),746905,9838003
78055,7/29/2012,0,746209,9838114
78049,7/29/2012,0,747679,9838122
78042,7/29/2012,0,746142,9838126
78057,7/29/2012,0,746507,9838136
78049,7/29/2012,0,747214,9838140
78059,7/29/2012,Box Crossing (Talek),748411,9838158
78045,7/29/2012,0,748297,9838166
78046,7/29/2012,0,748218,9838178
78048,7/29/2012,0,748381,9838196
78058,7/29/2012,Coucal Crossing (Talek),746604,9838360
78040,7/29/2012,Coucal Crossing (Talek),746604,9838360
78044,7/29/2012,Riverbend Den (Talek),748477,9838427
78047,7/29/2012,Riverbend Den (Talek),748477,9838427
78060,7/29/2012,Riverbend Den (Talek),748477,9838427
78062,7/29/2012,0,745839,9838491
78053,7/29/2012,"Saga Lugga, Bottom (Talek)",746397,9838510
78057,7/29/2012,0,746155,9839502
78061,7/29/2012,0,744618,9839987
78041,7/29/2012,0,743648,9840175
78069,7/30/2012,~location non standard (),0,0
78066,7/30/2012,Maji Fisi (Talek),745018,9838398
78065,7/30/2012,Maji Fisi (Talek),745018,9838398
78063,7/30/2012,Riverbend Den (Talek),748477,9838427
78064,7/30/2012,Riverbend Den (Talek),748477,9838427
78067,7/30/2012,0,745450,9838556
78065,7/30/2012,0,744813,9838582
78068,7/30/2012,0,745215,9838953
78079,7/31/2012,0,749908,9837570
78078,7/31/2012,0,746965,9838185
78070,7/31/2012,0,746959,9838207
78071,7/31/2012,Coucal Crossing (Talek),746604,9838360
78077,7/31/2012,0,746072,9838399
