SESSION,DATE,landmarkid,utme,utmn
102405,5/13/2013,Imperial Crossing (Fig Tree),742662,9839092
102406,5/13/2013,Deadwood Crossing (Fig Tree),739428,9840149
102407,5/13/2013,Deadwood Crossing (Fig Tree),739407,9840035
102408,5/16/2013,Atlas Tree (Prozac),736678,9842231
102410,5/17/2013,Deadwood Crossing (Fig Tree),739461,9839962
102412,5/17/2013,Buffalo Lugga High Crossing (Prozac),738568,9840438
102410,5/17/2013,Maji Mbali (Prozac),736712,9841968
102410,5/17/2013,Topi Swamp (Prozac),737238,9841395
102410,5/17/2013,Buffalo Lugga High Crossing (Prozac),737550,9840871
102410,5/17/2013,Buffalo Lugga High Crossing (Prozac),738893,9840525
102409,5/17/2013,Sabre Gateway X (Fig Tree),740725,9838578
102410,5/17/2013,Buffalo Lugga High Crossing (Prozac),738230,9840605
102416,5/19/2013,MJ Lane Bottom (Fig Tree),739445,9841268
102414,5/19/2013,Buffalo Lugga High Crossing (Prozac),738628,9840323
102416.1,5/19/2013,MJ Lane Bottom (Fig Tree),739269,9840477
102416,5/19/2013,MJ Lane Bottom (Fig Tree),739517,9841078
102416,5/19/2013,MJ Lane Bottom (Fig Tree),739455,9841522
102416,5/19/2013,MJ Lane Bottom (Fig Tree),739243,9841403
102416,5/19/2013,MJ Lane Bottom (Fig Tree),739401,9840438
102414,5/19/2013,Buffalo Lugga High Crossing (Prozac),738659,9840255
102415,5/19/2013,MJ Lane Bottom (Fig Tree),0,0
102413,5/19/2013,Buffalo Lugga High Crossing (Prozac),738930,9840503
102416,5/19/2013,MJ Lane Bottom (Fig Tree),739534,9840898
102417,5/20/2013,MJ Lane Top (Fig Tree),0,0
102419,5/21/2013,Sodom Apple Den (Fig Tree),0,0
102420,5/21/2013,MJ Lane Top (Fig Tree),0,0
102418,5/21/2013,Sodom Apple Den (Fig Tree),0,0
102420,5/21/2013,MJ Lane Top (Fig Tree),740653,9840182
102421,6/3/2013,Beach Tree (Prozac),739470,9842890
102422,6/3/2013,Buffalo Lugga High Crossing (Prozac),737921,9841219
102423,6/4/2013,Buffalo Lugga High Crossing (Prozac),738619,9841050
102424,6/8/2013,Buffalo Lugga High Crossing (Prozac),738929,9841380
102426,7/17/2013,Buffalo Lugga High Crossing (Prozac),738144,9841426
102427,7/17/2013,Buffalo Lugga High Crossing (Prozac),0,0
102425,7/17/2013,MJ Lane Bottom (Fig Tree),739487,9841398
102425,7/17/2013,Beach Tree (Prozac),739371,9841705
102428,7/18/2013,Buffalo Lugga High Crossing (Prozac),738957,9840676
102429,7/18/2013,Mancala Den (Fig tree),0,0
102430,7/19/2013,Mancala Den (Fig tree),0,0
102431,7/23/2013,Critter Crossing (Fig Tree),740969,9840229
102432,7/24/2013,Mancala Den (Fig tree),0,0
102433,7/24/2013,Mancala Den (Fig tree),738768,9840853
102434,7/24/2013,Mancala Den (Fig tree),0,0
102435,7/26/2013,Buffalo Lugga Low Crossing (Prozac),0,0
102442,7/27/2013,Mancala Den (Fig tree),0,0
102441,7/27/2013,Buffalo Lugga Low Crossing (Prozac),738377,9841317
102441,7/27/2013,Buffalo Lugga Low Crossing (Prozac),0,0
102440,7/27/2013,Buffalo Lugga Low Crossing (Prozac),737888,9842016
102440,7/27/2013,Buffalo Lugga Low Crossing (Prozac),0,0
102439,7/27/2013,Buffalo Lugga High Crossing (Prozac),738549,9841182
102438,7/27/2013,Mancala Den (Fig tree),738765,9840987
102437,7/27/2013,Mancala Den (Fig tree),0,0
102436,7/27/2013,Mancala Den (Fig tree),0,0
102436,7/27/2013,Buffalo Lugga High Crossing (Prozac),738643,9841202
102443,7/28/2013,Mancala Den (Fig tree),738632,
102444,7/28/2013,Mancala Den (Fig tree),0,0
102445,7/29/2013,Deadwood Crossing (Fig Tree),739586,9839633
102446,7/30/2013,Mancala Den (Fig tree),0,0
102447,7/30/2013,Buffalo Lugga High Crossing (Prozac),738455,9841320
102452,8/4/2013,Mancala Den (Fig tree),0,0
102448,8/4/2013,Deadwood Crossing (Fig Tree),738795,9839682
102448,8/4/2013,Deadwood Crossing (Fig Tree),738885,9839313
102449,8/4/2013,Kinua Crossing (Fig Tree),739097,9838202
102450,8/4/2013,Kinua Crossing (Fig Tree),739390,9838334
102451,8/4/2013,Kinua Crossing (Fig Tree),739376,9838518
102456,8/6/2013,Mancala Den (Fig tree),0,0
102455,8/6/2013,Imperial Crossing (Fig Tree),742011,9836692
102454,8/6/2013,Sabre Gateway X (Fig Tree),740021,9838561
102453,8/6/2013,Mancala Den (Fig tree),0,0
102453,8/6/2013,Deadwood Crossing (Fig Tree),739455,9840016
102453,8/6/2013,Buffalo Lugga High Crossing (Prozac),739057,9840495
102462,8/8/2013,Critter Crossing (Fig Tree),741170,9841512
102464,8/8/2013,Beach Tree (Prozac),739778,9842424
102464,8/8/2013,Beach Tree (Prozac),0,0
102464,8/8/2013,Beach Tree (Prozac),739778,9842424
102463,8/8/2013,Murram Pit Lugga-West Fork (Fig Tree),740344,9841880
102460,8/8/2013,Beach Tree (Prozac),739257,9842213
102459,8/8/2013,Beach Tree (Prozac),739853,9842316
102458,8/8/2013,Beach Tree (Prozac),739504,9842040
102458,8/8/2013,Beach Tree (Prozac),739264,9841920
102457,8/8/2013,Mancala Den (Fig tree),0,0
102461,8/8/2013,Olive Den (Fig Tree),0,0
102465,8/8/2013,Beach Tree (Prozac),739146,9841953
102466,8/12/2013,Deadwood Crossing (Fig Tree),738855,9839925
102467,8/12/2013,Olive Den (Fig Tree),0,0
102467,8/12/2013,Olive Den (Fig Tree),738112,9841188
102467,8/12/2013,Olive Den (Fig Tree),0,0
102469,8/18/2013,Buffalo Lugga High Crossing (Prozac),738065,9841095
102470,8/18/2013,Olive Den (Fig Tree),0,0
102468,8/18/2013,Buffalo Lugga High Crossing (Prozac),737938,9841025
102471,8/20/2013,Fallopian Tree (Fig Tree),741453,9840029
102472,8/21/2013,Murram Pit Lugga-West Fork (Fig Tree),739898,9841706
102473,8/21/2013,Buffalo Lugga High Crossing (Prozac),0,0
102474,8/21/2013,Olive Den (Fig Tree),0,0
102475,8/24/2013,Buffalo Lugga High Crossing (Prozac),738485,9842298
102476,8/24/2013,Buffalo Lugga High Crossing (Prozac),738034,9841236
102477,8/24/2013,Olive Den (Fig Tree),737943,9841029
102477,8/24/2013,Olive Den (Fig Tree),737947,9840934
102478,8/24/2013,Olive Den (Fig Tree),0,0
102480,8/25/2013,Buffalo Lugga High Crossing (Prozac),738372,9840547
102479,8/25/2013,Umbrella Tree (Prozac),735837,9841034
102482,8/27/2013,Coworkers Den (Fig Tree),0,0
102481.1,8/27/2013,Topi Swamp (Prozac),0,0
102481,8/27/2013,Coworkers Den (Fig Tree),0,0
102481,8/27/2013,Topi Swamp (Prozac),737491,9842014
102481,8/27/2013,Maji Mbali (Prozac),736972,9841349
102483,8/29/2013,Kinua Crossing (Fig Tree),739482,9837785
102484,8/31/2013,Coworkers Den (Fig Tree),0,0
102484,8/31/2013,Maji Mbali (Prozac),736985,9841215
102485,8/31/2013,Coworkers Den (Fig Tree),0,0
102486,8/31/2013,Chung Chung Magitek Armor Crossing (Fig Tree),738512,9837445
102487,8/31/2013,Sabre Gateway X (Fig Tree),740321,9838243
102488,9/3/2013,Coworkers Den (Fig Tree),0,0
102490,9/5/2013,Coworkers Den (Fig Tree),0,0
102489,9/5/2013,MJ Lane Bottom (Fig Tree),739663,9841417
102494,9/7/2013,Chung Chung Magitek Armor Crossing (Fig Tree),738626,9836959
102493,9/7/2013,It's About Effing Time Crossing (Fig Tree),0,0
102491,9/7/2013,MJ Lane Bottom (Fig Tree),740263,9841314
102492,9/7/2013,MJ Lane Bottom (Fig Tree),739655,9841414
102495,9/9/2013,0,737294,9840990
102495,9/9/2013,Coworkers Den (Fig Tree),0,0
102501,9/11/2013,0,737852,9841363
102504,9/11/2013,MJ Lane Bottom (Fig Tree),740363,9841404
102496,9/11/2013,Coworkers Den (Fig Tree),0,0
102503,9/11/2013,MJ Lane Bottom (Fig Tree),739640,9841399
102502,9/11/2013,0,737680,9841679
102500,9/11/2013,Topi Swamp (Prozac),737395,9841970
102499,9/11/2013,Topi Swamp (Prozac),737325,9842156
102497,9/11/2013,Twisted Tree (Prozac),737519,9842105
102500,9/11/2013,Topi Swamp (Prozac),737385,9841999
102498,9/11/2013,Topi Swamp (Prozac),737269,9842225
102505,9/13/2013,MJ Lane Bottom (Fig Tree),739649,9841391
102506,9/13/2013,Buffalo Lugga High Crossing (Prozac),0,0
102506,9/13/2013,Topi Swamp (Prozac),0,0
102507,9/13/2013,MJ Lane Bottom (Fig Tree),739649,9841391
102508,9/14/2013,Coworkers Den (Fig Tree),0,0
102510,9/15/2013,0,737770,9841686
102509.1,9/15/2013,Topi Swamp (Prozac),0,0
102511,9/15/2013,Coworkers Den (Fig Tree),0,0
102509,9/15/2013,Coworkers Den (Fig Tree),0,0
102513,9/16/2013,Coworkers Den (Fig Tree),0,0
102514,9/16/2013,0,736424,9839400
102515,9/16/2013,Coworkers Den (Fig Tree),0,0
102512,9/16/2013,MJ Lane Bottom (Fig Tree),739683,9841389
102516,9/17/2013,Coworkers Den (Fig Tree),0,0
102517,9/18/2013,Fallopian Tree (Fig Tree),741286,9840473
102518,9/28/2013,Coworkers Den (Fig Tree),0,0
102519,9/28/2013,Atlas Tree (Prozac),736653,9842300
102522,10/8/2013,MJ Lane Top (Fig Tree),741114,9840238
102520,10/8/2013,Maji Mbali (Prozac),736367,9840886
102521,10/8/2013,Coworkers Den (Fig Tree),0,0
102530,10/12/2013,Coworkers Den (Fig Tree),0,0
102523,10/12/2013,Coworkers Den (Fig Tree),0,0
102524,10/12/2013,Maji Mbali (Prozac),736418,9841459
102525,10/12/2013,Coworkers Den (Fig Tree),0,0
102526,10/12/2013,Maji Mbali (Prozac),736536,9841408
102527,10/12/2013,Maji Mbali (Prozac),736416,9841484
102528,10/12/2013,Charcoal Tree (Prozac),736285,9843039
102529,10/12/2013,Charcoal Tree (Prozac),0,0
102531,10/14/2013,Deadwood Crossing (Fig Tree),739209,9840162
102532,10/14/2013,MJ Lane Top (Fig Tree),0,0
102533,10/16/2013,Coworkers Den (Fig Tree),0,0
102534,10/16/2013,Buffalo Lugga Low Crossing (Prozac),738178,9842099
102535,10/16/2013,Coworkers Den (Fig Tree),0,0
102538,10/19/2013,Atlas Tree (Prozac),736856,9842065
102541,10/19/2013,Grove Den (Fig Tree),0,0
102537,10/19/2013,Buffalo Lugga (Fig Tree),737702,9841484
102536,10/19/2013,Coworkers Den (Fig Tree),0,0
102539,10/19/2013,Coworkers Den (Fig Tree),0,0
102540,10/19/2013,Deadwood Crossing (Fig Tree),739753,9840041
102542,10/23/2013,Umbrella Tree (Prozac),735979,9841055
102542,10/23/2013,Maji Mbali (Prozac),736219,9841134
102543,10/23/2013,Coworkers Den (Fig Tree),0,0
102544,10/26/2013,Topi Swamp (Prozac),737125,9841851
102545,10/26/2013,Coworkers Den (Fig Tree),0,0
102546,10/26/2013,Buffalo Lugga High Crossing (Prozac),738765,9840310
102550,10/29/2013,Coworkers Den (Fig Tree),0,0
102547,10/29/2013,Coworkers Den (Fig Tree),737451,9840608
102548,10/29/2013,Coworkers Den (Fig Tree),736450,9840869
102549,10/29/2013,Coworkers Den (Fig Tree),0,0
102551,10/30/2013,Buffalo Lugga High Crossing (Prozac),0,0
102552,10/30/2013,Coworkers Den (Fig Tree),736822,9840878
102553,11/1/2013,Beach Tree (Prozac),0,0
102554,11/2/2013,Helicopter Crossing (Fig Tree),738160,9843568
102555,11/2/2013,Helicopter Crossing (Fig Tree),0,0
102556,11/2/2013,Coworkers Den (Fig Tree),0,0
102557,11/2/2013,Coworkers Den (Fig Tree),736781,9840232
102558,11/4/2013,Buffalo Lugga High Crossing (Prozac),737522,9840857
102559,11/10/2013,Umbrella Tree (Prozac),735914,9841036
102560,11/15/2013,Buffalo Lugga High Crossing (Prozac),738041,9841485
102561,11/15/2013,Pallet Town Den (Fig Tree),0,0
102563,11/18/2013,Pallet Town Den (Fig Tree),0,0
102562,11/18/2013,Pallet Town Den (Fig Tree),736453,9840954
102564,11/24/2013,Pallet Town Den (Fig Tree),0,0
102565,11/24/2013,Buffalo Lugga High Crossing (Prozac),738049,9840614
102566,11/26/2013,Pallet Town Den (Fig Tree),736528,9840963
102567,11/26/2013,Pallet Town Den (Fig Tree),0,0
102568,11/26/2013,Pallet Town Den (Fig Tree),0,0
102572,12/2/2013,Atlas Tree (Prozac),736811,9842634
102569,12/2/2013,Topi Swamp (Prozac),737075,9842146
102570,12/2/2013,Topi Swamp (Prozac),737347,9841970
102571,12/2/2013,Pallet Town Den (Fig Tree),0,0
102575,12/8/2013,Passion Fanta Den (Fig Tree),0,0
102573,12/8/2013,Passion Fanta Den (Fig Tree),0,0
102574,12/8/2013,Passion Fanta Den (Fig Tree),0,0
102576,12/9/2013,MJ Lane Bottom (Fig Tree),739345,9841395
102577,12/9/2013,Buffalo Lugga High Crossing (Prozac),738764,9841301
102578,12/9/2013,Topi Swamp (Prozac),737206,9841685
102579,12/9/2013,Tempest Den (Fig Tree),0,0
102578.1,12/9/2013,Maji Mbali (Prozac),736777,9841544
102581,12/21/2013,Nancy Drew Den (Fig Tree),0,0
102582,12/21/2013,Lu's Natal Den 2013 (Fig Tree),738941,9839498
102581,12/21/2013,Lu's Natal Den 2013 (Fig Tree),738734,9839935
102580,12/21/2013,Lu's Natal Den 2013 (Fig Tree),0,0
102583,12/21/2013,Lu's Natal Den 2013 (Fig Tree),0,0
102584,12/26/2013,MJ Lane Top (Fig Tree),740262,9840216
102585,12/27/2013,Umbrella Tree (Prozac),736041,9840946
102586,12/27/2013,Nancy Drew Den (Fig Tree),0,0
102587,1/3/2014,MJ Lane Top (Fig Tree),740284,9840440
102588,1/4/2014,Nancy Drew Den (Fig Tree),0,0
102589,1/4/2014,Nancy Drew Den (Fig Tree),0,0
102590,1/9/2014,MJ Lane Top (Fig Tree),739495,9840181
102591,1/9/2014,Chung Chung Magitek Armor Crossing (Fig Tree),738738,9837573
102592,1/9/2014,Nancy Drew Den (Fig Tree),0,0
102593,1/11/2014,Nancy Drew Den (Fig Tree),0,0
102594,1/13/2014,Nancy Drew Den (Fig Tree),0,0
102597,1/17/2014,Nancy Drew Den (Fig Tree),739471,9840311
102597,1/17/2014,Nancy Drew Den (Fig Tree),739339,9839923
102597,1/17/2014,Nancy Drew Den (Fig Tree),739131,9839915
102595,1/17/2014,0,736062,9839527
102596,1/17/2014,Nancy Drew Den (Fig Tree),0,0
102598,1/23/2014,Helicopter Crossing (Fig Tree),738994,9842959
102599,1/23/2014,Nancy Drew Den (Fig Tree),0,0
102600,1/27/2014,Deadwood Crossing (Fig Tree),739202,9838576
102601,1/27/2014,Chung Chung Magitek Armor Crossing (Fig Tree),747739,9838112
102602,1/27/2014,Nancy Drew Den (Fig Tree),0,0
102603,1/30/2014,Deadwood Crossing (Fig Tree),738824,9840035
102603,1/30/2014,Nancy Drew Den (Fig Tree),0,0
102604,2/2/2014,Nancy Drew Den (Fig Tree),0,0
102606,2/10/2014,MJ Lane Top (Fig Tree),739947,9840124
102605,2/10/2014,Nancy Drew Den (Fig Tree),0,0
102607,2/26/2014,Apache Lugga (Fig Tree),737537,9845376
102608,2/26/2014,Double Crossing (Fig Tree),737947,9846797
102609,2/26/2014,Double Crossing (Fig Tree),737526,9846606
102610,2/27/2014,Buffalo Lugga High Crossing (Prozac),738998,9840355
102611,2/28/2014,MJ Lane Top (Fig Tree),739585,9840074
102612,2/28/2014,MJ Lane Top (Fig Tree),0,0
102613,3/1/2014,Deadwood Crossing (Fig Tree),739563,9838726
102614,3/1/2014,Chung Chung Magitek Armor Crossing (Fig Tree),738286,9837471
102615,3/1/2014,It's About Effing Time Crossing (Fig Tree),737643,9837509
102616,3/12/2014,High-top Lugga (Prozac),737074,9837269
102617,3/18/2014,Deadwood Crossing (Fig Tree),739000,9840200
102618,3/18/2014,Nose Tree (Fig Tree),741659,9841247
102619,3/19/2014,MJ Lane Bottom (Fig Tree),739194,9840395
102620,3/21/2014,Murram Pit Lugga-East Fork (Fig Tree),740829,9841755
