Easting,Northing,Clan,Count,Date,Year,Month,Day,Time
722393,9847340,SN,1,2/18/2013,2013,2,18,8:23
746095,9838250,TW,1,2/19/2013,2013,2,19,6:53
744764,9838500,TW,2,2/19/2013,2013,2,19,7:28
747880,9835456,TW,1,2/19/2013,2013,2,19,7:45
720449,9847591,SN,2,2/19/2013,2013,2,19,6:56
722737,9844812,SN,1,2/19/2013,2013,2,19,8:46
718293,9840138,HZ,2,2/20/2013,2013,2,20,7:18
745698,9837678,TW,3,2/22/2013,2013,2,22,18:25
720449,9847591,SN ,1,2/22/2013,2013,2,22,17:16
723441,9844921,SN ,1,2/22/2013,2013,2,22,19:15
746709,9836914,TW,2,2/23/2013,2013,2,23,18:15
725211,9844626,SN,1,2/23/2013,2013,2,23,8:23
727282,9842162,SS,1,2/23/2013,2013,2,23,8:07
727202,9842261,SS,1,2/23/2013,2013,2,23,8:08
751327,9837740,TW,1,2/24/2013,2013,2,24,5:30
748063,9837156,TW,2,2/24/2013,2013,2,24,17:54
745698,9837678,TW,1,2/24/2013,2013,2,24,19:01
720721,9847622,SN,2,2/24/2013,2013,2,24,6:50
724390,9845214,SN ,1,2/24/2013,2013,2,24,20:06
744079,9840062,TW,2,2/25/2013,2013,2,25,8:00
744214,9839332,TW,2,2/25/2013,2013,2,25,9:16
748632,9836531,TW,1,2/25/2013,2013,2,25,8:10
747554,9836312,TW,2,2/25/2013,2013,2,25,18:44
746269,9838353,TW,2,2/26/2013,2013,2,25,7:53
724309,9846858,SN,1,2/25/2013,2013,2,25,17:10
743715,9837711,TW,2,2/26/2013,2013,2,26,17:36
748605,9835043,TW,1,2/27/2013,2013,2,27,19:00
748807,9836032,TW,2,2/28/2013,2013,2,28,7:05
746673,9837962,TW,1,2/28/2013,2013,2,28,7:16
721082,9847622,SN,2,2/28/2013,2013,2,28,17:43
719453,9847779,SN,2,2/28/2013,2013,2,28,18:33
746997,9836480,TW,1,3/1/2013,2013,3,1,18:41
719087,9840152,HZ,1,3/1/2013,2013,3,1,6:24
719829,9840091,HZ,1,3/1/2013,2013,3,1,7:02
723972,9844912,SN,2,3/2/2013,2013,3,2,19:54
726173,9843975,SS,1,3/3/2013,2013,3,3,17:34
725217,9844446,SS,2,3/3/2013,2013,3,3,17:39
721064,9847571,SN,2,3/4/2013,2013,3,4,7:48
748270,9837277,TW,2,3/5/2013,2013,3,5,7:48
746530,9837867,TW,1,3/5/2013,2013,3,5,19:06
732401,9840309,MR,3,3/5/2013,2013,3,5,17:03
746458,9838325,TW,5,3/6/2013,2013,3,6,6:00
746673,9837962,TW,1,3/6/2013,2013,3,6,7:15
737515,9845184,FT,1,3/6/2013,2013,3,6,18:19
737451,9845259,FT,2,3/6/2013,2013,3,6,18:25
741390,9842632,FT,2,3/6/2013,2013,3,6,19:47
744142,9839596,TW,2,3/7/2013,2013,3,7,7:47
748601,9835332,TW,2,3/7/2013,2013,3,7,8:24
745409,9837876,TW,2,3/7/2013,2013,3,7,17:08
743884,9838162,TW,2,3/10/2013,2013,3,10,7:50
748431,9838025,TW,1,3/10/2013,2013,3,10,6:44
747703,9836518,TW,3,3/10/2013,2013,3,10,7:58
747861,9835416,TW,1,3/10/2013,2013,3,10,8:18
746530,9837867,TW,1,3/13/2013,2013,3,13,19:05
725159,9844672,SN,2,3/13/2013,2013,3,13,8:35
722120,9847925,SN,2,3/13/2013,2013,3,13,17:04
745981,9837561,TW,1,3/14/2013,2013,3,14,6:59
748609,9835662,TW,2,3/14/2013,2013,3,14,17:44
746916,9837841,TW,1,3/14/2013,2013,3,14,19:06
744706,9839783,TW,1,3/15/2013,2013,3,15,7:37
720865,9847595,SN,2,3/15/2013,2013,3,15,7:51
746660,9837805,TW,2,3/16/2013,2013,3,16,17:52
724587,9845380,SN,2,3/16/2013,2013,3,16,17:05
743582,9839310,TW,2,3/17/2013,2013,3,17,7:58
746201,9838741,TW,1,3/17/2013,2013,3,17,19:26
746636,9836947,TW,1,3/18/2013,2013,3,18,17:42
742659,9839258,TW,2,3/18/2013,2013,3,18,18:04
744243,9839598,TW,1,3/18/2013,2013,3,18,18:31
721075,9847596,SN,2,3/18/2013,2013,3,18,8:11
719461,9840782,HZ,2,3/18/2013,2013,3,18,19:23
746673,9837962,TW,1,3/19/2013,2013,3,19,7:42
744726,9839498,TW,2,3/19/2013,2013,3,19,7:52
733622,9842119,MR,1,3/19/2013,2013,3,19,8:30
747430,9835370,TW,1,3/21/2013,2013,3,21,7:33
744903,9840545,TW,2,3/22/2013,2013,3,22,8:02
721383,9847522,SN,2,3/22/2013,2013,3,22,8:18
720449,9847591,SN ,2,3/23/2013,2013,3,23,6:11
720892,9848145,SN ,2,3/23/2013,2013,3,23,8:23
723774,9846954,SN,2,3/23/2013,2013,3,23,8:50
717792,9841943,HZ,1,3/23/2013,2013,3,23,18:42
716954,9841577,HZ,1,3/23/2013,2013,3,23,18:44
727558,9840214,SS,1,3/24/2013,2013,3,24,8:02
727202,9842261,SS,1,3/24/2013,2013,3,24,8:21
722251,9844712,SN,1,3/26/2013,2013,3,26,6:07
721834,9847328,SN ,2,3/26/2013,2013,3,26,17:35
725371,9837816,SS,2,3/27/2013,2013,3,27,7:20
746971,9838214,TW,2,3/30/2013,2013,3,30,6:24
745757,9839525,TW,2,3/30/2013,2013,3,30,6:54
744483,9838607,TW,2,3/30/2013,2013,3,30,7:35
744394,9839636,TW,2,3/30/2013,2013,3,30,7:53
745148,9839130,TW,2,3/30/2013,2013,3,30,17:43
742186,9830184,TW,2,3/30/2013,2013,3,30,18:10
745094,9838471,TW,1,3/30/2013,2013,3,30,18:27
745310,9838783,TW,2,4/6/2013,2013,4,6,7:24
726833,9842535,SS,2,4/11/2013,2013,4,11,17:51
748257,9837162,TW,2,4/16/2013,2013,4,16,8:20
744836,9839370,TW,2,4/16/2013,2013,4,16,17:52
751530,9837604,TW,1,4/16/2013,2013,4,16,20:46
746068,9838415,TW,1,4/17/2013,2013,4,17,6:52
744739,9838451,TW,2,4/17/2013,2013,4,17,7:08
745103,9839179,TW,2,4/17/2013,2013,4,17,5:34
743565,9840490,TW,2,4/17/2013,2013,4,17,9:05
751051,9837808,TW,1,4/17/2013,2013,4,17,20:10
751530,9837604,TW,1,4/17/2013,2013,4,17,20:00
748027,9835328,TW,2,4/21/2013,2013,4,21,6:55
746997,9836480,TW,1,4/21/2013,2013,4,21,7:01
744815,9838462,TW,2,4/21/2013,2013,4,21,7:08
745536,9838925,TW,1,4/23/2013,2013,4,23,19:14
745912,9838497,TW,2,4/23/2013,2013,4,23,20:16
724404,9844887,SN,2,4/23/2013,2013,4,23,20:05
745519,9837820,TW,1,4/24/2013,2013,4,24,18:19
722067,9847776,SN,2,4/24/2013,2013,4,24,18:33
746200,9837434,TW,2,4/26/2013,2013,4,26,7:48
744760,9838558,TW,2,4/29/2013,2013,4,29,6:29
744819,9838896,TW,1,4/29/2013,2013,4,29,6:32
746192,9838993,TW,1,4/29/2013,2013,4,29,17:23
744663,9839798,TW,2,4/30/2013,2013,4,30,6:01
744807,9839195,TW,2,4/30/2013,2013,4,30,6:27
745749,9839674,TW,2,4/30/2013,2013,4,30,7:04
740433,9840291,FT,1,4/30/2013,2013,4,30,17:52
744457,9840135,TW,2,5/1/2013,2013,5,1,6:14
745229,9837857,TW,1,5/1/2013,2013,5,1,6:27
747339,9836913,TW,2,5/1/2013,2013,5,1,6:32
744661,9838493,TW,1,5/1/2013,2013,5,1,7:21
747848,9837450,TW,1,5/1/2013,2013,5,1,6:37
747797,9836633,TW,1,5/1/2013,2013,5,1,6:44
749021,9836556,TW,2,5/1/2013,2013,5,1,8:16
751839,9837939,TW,3,5/2/2013,2013,5,2,16:45
747241,9836213,TW,1,5/3/2013,2013,5,3,6:04
744762,9838775,TW,1,5/3/2013,2013,5,3,6:14
744517,9840012,TW,2,5/3/2013,2013,5,3,6:25
749025,9836691,TW,2,5/3/2013,2013,5,3,8:08
721010,9847343,SN,2,5/3/2013,2013,5,3,7:14
746530,9837867,TW,2,5/4/2013,2013,5,4,6:57
744744,9838961,TW,1,5/4/2013,2013,5,4,18:57
725194,9843648,SS,2,5/4/2013,2013,5,4,17:21
727202,9842261,SS,2,5/4/2013,2013,5,4,17:32
742140,9840326,TW,1,5/5/2013,2013,5,5,7:08
744701,9839593,TW,1,5/6/2013,2013,5,6,6:52
744619,9839990,TW,2,5/6/2013,2013,5,6,6:54
744666,9838489,TW,1,5/6/2013,2013,5,6,7:11
744832,9838947,TW,1,5/6/2013,2013,5,6,19:31
744747,9838730,TW,1,5/6/2013,2013,5,6,19:32
751040,9837872,TW,1,5/7/2013,2013,5,7,6:07
744798,9838858,TW,1,5/7/2013,2013,5,7,7:29
744818,9839463,TW,2,5/7/2013,2013,5,7,17:30
744529,9840215,TW,1,5/8/2013,2013,5,8,6:36
751530,9837604,TW,2,5/8/2013,2013,5,8,6:08
749079,9837012,TW,1,5/8/2013,2013,5,8,6:22
744529,9840215,TW,1,5/8/2013,2013,5,8,6:36
746530,9837867,TW,1,5/8/2013,2013,5,8,7:35
748662,9836580,TW,1,5/8/2013,2013,5,8,18:27
721579,9847526,SN,2,5/8/2013,2013,5,8,17:59
744401,9840462,TW,1,5/11/2013,2013,5,11,18:20
724529,9846377,SN,2,5/11/2013,2013,5,11,6:33
750806,9837850,TW,1,5/12/2013,2013,5,12,6:07
745173,9839068,TW,1,5/12/2013,2013,5,12,7:55
724053,9846982,SN,2,5/12/2013,2013,5,12,6:19
722416,9847220,SN,2,5/12/2013,2013,5,12,7:03
745310,9838783,TW,1,5/13/2013,2013,5,13,17:33
742371,9838597,FT,1,5/13/2013,2013,5,13,18:52
748013,9836644,TW,1,5/14/2013,2013,5,14,6:28
747225,9837906,TW,1,5/14/2013,2013,5,14,7:39
724567,9845234,SN,2,5/15/2013,2013,5,15,5:47
728838,9841129,SS,2,5/15/2013,2013,5,15,18:06
744746,9840914,TW,1,5/16/2013,2013,5,16,7:06
744696,9840673,TW,2,5/16/2013,2013,5,16,7:16
751204,9837778,TW,1,5/16/2013,2013,5,16,8:36
745001,9838172,TW,1,5/16/2013,2013,5,16,17:48
745875,9838487,TW,1,5/16/2013,2013,5,16,18:41
749058,9837157,TW,1,5/17/2013,2013,5,17,8:26
727562,9841853,SS,2,5/17/2013,2013,5,17,7:18
724548,9847294,SN,2,5/18/2013,2013,5,18,7:28
744829,9838975,TW,2,5/19/2013,2013,5,19,6:23
751116,9837857,TW,1,5/19/2013,2013,5,19,17:15
739445,9841268,FT,2,5/19/2013,2013,5,19,19:06
725222,9844582,SS,2,5/19/2013,2013,5,19,17:16
728141,9840611,SS,1,5/19/2013,2013,5,19,18:45
749096,9835660,TW,1,5/20/2013,2013,5,20,7:37
751337,9837699,TW,1,5/20/2013,2013,5,20,5:40
749977,9835542,TW,2,5/21/2013,2013,5,21,6:49
750182,9837672,TW,2,5/21/2013,2013,5,21,8:37
748501,9837967,TW,1,5/21/2013,2013,5,21,5:56
744718,9835810,TW,2,5/21/2013,2013,5,21,7:14
745534,9838659,TW,2,5/21/2013,2013,5,21,18:16
748477,9838427,TW,2,5/21/2013,2013,5,21,20:19
743785,9838136,TW,1,5/21/2013,2013,5,21,17:34
746424,9838326,TW,1,5/21/2013,2013,5,21,20:16
748635,9837332,TW,1,5/22/2013,2013,5,22,6:18
744883,9838772,TW,2,5/22/2013,2013,5,22,7:14
745660,9838533,TW,2,5/22/2013,2013,5,22,8:04
749021,9836628,TW,2,5/22/2013,2013,5,22,8:22
746002,9839444,TW,1,5/23/2013,2013,5,23,18:46
722130,9846900,SN,2,5/23/2013,2013,5,23,6:56
748467,9837406,TW,1,5/24/2013,2013,5,24,6:21
747366,9838133,TW,1,5/24/2013,2013,5,24,12:21
748044,9837449,TW,1,5/24/2013,2013,5,24,18:52
747346,9838021,TW,1,5/24/2013,2013,5,24,19:05
746604,9838360,TW,1,5/24/2013,2013,5,24,20:13
751357,9837721,TW,2,5/24/2013,2013,5,24,20:28
723318,9846630,SN,1,5/24/2013,2013,5,24,6:32
721173,9848148,SN,1,5/24/2013,2013,5,24,6:52
720574,9848512,SN,1,5/24/2013,2013,5,24,7:10
723441,9844921,SN,1,5/24/2013,2013,5,24,20:19
744841,9838420,TW,1,5/25/2013,2013,5,25,18:14
723438,9846716,SN,1,5/25/2013,2013,5,25,17:59
750008,9836295,TW,2,5/26/2013,2013,5,26,8:08
750936,9834802,TW,3,5/26/2013,2013,5,26,8:10
751118,9836860,TW,1,5/26/2013,2013,5,26,9:07
726558,9840499,HZ,2,5/26/2013,2013,5,26,7:52
745305,9840157,TW,1,5/27/2013,2013,5,27,7:05
748091,9836654,TW,2,5/27/2013,2013,5,27,8:09
747750,9837284,TW,1,5/27/2013,2013,5,27,17:22
747627,9837710,TW,1,5/27/2013,2013,5,27,19:38
751995,9836474,TW,1,5/28/2013,2013,5,28,17:45
747035,9837681,TW,1,5/28/2013,2013,5,28,18:49
750972,9837789,TW,1,5/28/2013,2013,5,28,20:19
746866,9837873,TW,1,5/29/2013,2013,5,29,6:30
750048,9836285,TW,2,5/30/2013,2013,5,30,8:09
744833,9839172,TW,2,6/1/2013,2013,6,1,18:01
727511,9840859,SS,1,6/1/2013,2013,6,1,18:23
747986,9837283,TW,1,6/2/2013,2013,6,2,6:25
747366,9838133,TW,2,6/2/2013,2013,6,2,8:23
746862,9837155,TW,2,6/2/2013,2013,6,2,18:05
718052,9841862,HZ,1,6/2/2013,2013,6,2,20:01
745968,9839605,TW,2,6/3/2013,2013,6,3,7:21
747965,9836640,TW,1,6/3/2013,2013,6,3,8:05
745194,9840304,TW,1,6/3/2013,2013,6,3,8:34
748477,9838427,TW,2,6/3/2013,2013,6,3,18:19
734776,9842806,MR,1,6/3/2013,2013,6,3,18:46
724472,9846777,SN,2,6/3/2013,2013,6,3,18:21
727202,9842261,SS,2,6/3/2013,2013,6,3,6:05
727202,9842261,SS,2,6/3/2013,2013,6,3,7:27
747704,9837000,TW,1,6/4/2013,2013,6,4,6:24
746192,9838993,TW,1,6/4/2013,2013,6,4,7:07
744651,9839933,TW,2,6/4/2013,2013,6,4,18:36
725080,9844676,SN,2,6/4/2013,2013,6,4,17:11
727202,9842261,SS,2,6/4/2013,2013,6,4,17:50
751982,9837697,TW,1,6/5/2013,2013,6,5,6:01
745295,9840231,TW,4,6/5/2013,2013,6,5,7:07
744486,9840564,TW,1,6/5/2013,2013,6,5,7:19
749296,9837346,TW,1,6/6/2013,2013,6,6,6:16
746457,9838312,TW,3,6/6/2013,2013,6,6,7:23
747371,9836013,TW,2,6/6/2013,2013,6,6,7:44
749138,9837259,TW,2,6/7/2013,2013,6,7,8:41
724571,9845215,SN,2,6/7/2013,2013,6,7,5:39
724713,9847228,SN,2,6/7/2013,2013,6,7,17:11
747989,9837928,TW,2,6/8/2013,2013,6,8,7:33
748416,9836525,TW,2,6/8/2013,2013,6,8,6:27
747750,9837284,TW,2,6/8/2013,2013,6,8,7:21
747482,9836237,TW,1,6/8/2013,2013,6,8,17:47
747636,9837248,TW,1,6/8/2013,2013,6,8,18:08
749329,9837350,TW,1,6/8/2013,2013,6,8,19:36
724512,9846088,SN,1,6/8/2013,2013,6,8,6:09
721268,9848187,SN,2,6/8/2013,2013,6,8,7:25
727105,9838946,SS,2,6/8/2013,2013,6,8,7:01
727202,9842261,SS,1,6/8/2013,2013,6,8,7:54
727202,9842261,SS,2,6/8/2013,2013,6,8,18:22
726817,9842539,SS,1,6/8/2013,2013,6,8,20:19
747984,9837991,TW,1,6/9/2013,2013,6,9,6:21
747366,9838133,TW,1,6/9/2013,2013,6,9,5:16
745070,9839226,TW,1,6/9/2013,2013,6,9,5:25
721182,9848096,SN,1,6/9/2013,2013,6,9,7:27
722196,9847812,SN,1,6/9/2013,2013,6,9,18:46
719330,9838487,HZ,1,6/9/2013,2013,6,9,7:18
748110,9836944,TW,1,6/10/2013,2013,6,10,6:52
747715,9837410,TW,1,6/10/2013,2013,6,10,7:06
747840,9837179,TW,1,6/10/2013,2013,6,10,7:00
747742,9836510,TW,1,6/10/2013,2013,6,10,18:22
727202,9842261,SS,1,6/11/2013,2013,6,11,19:46
724180,9846138,SN ,2,6/12/2013,2013,6,12,6:17
723457,9844920,SN,1,6/12/2013,2013,6,12,20:23
727391,9844490,SS,2,6/13/2013,2013,6,13,8:30
724180,9846138,SN,1,6/15/2013,2013,6,15,6:41
720970,9846327,SN,2,6/15/2013,2013,6,15,7:18
744913,9839556,TW,1,6/16/2013,2013,6,16,7:19
751530,9837604,TW,1,6/16/2013,2013,6,16,20:03
747366,9838133,TW,1,6/17/2013,2013,6,17,6:44
746114,9838356,TW,2,6/17/2013,2013,6,17,6:49
722352,9847237,SN,1,6/17/2013,2013,6,17,18:18
723614,9847165,SN,1,6/18/2013,2013,6,18,17:17
727589,9840663,SS,2,6/18/2013,2013,6,18,6:25
718025,9839637,HZ,1,6/18/2013,2013,6,18,18:09
718077,9837971,HZ,2,6/18/2013,2013,6,18,18:30
718416,9839082,HZ,1,6/18/2013,2013,6,18,18:44
718900,9840536,HZ,1,6/18/2013,2013,6,18,19:09
745772,9839133,TW,1,6/19/2013,2013,6,19,7:00
745208,9839146,TW,2,6/19/2013,2013,6,19,7:43
747797,9836633,TW,2,6/19/2013,2013,6,19,17:29
751530,9837604,TW,1,6/19/2013,2013,6,19,19:21
744572,9838428,TW,2,6/20/2013,2013,6,20,7:40
751366,9837702,TW,1,6/20/2013,2013,6,20,19:44
726931,9841562,SS,1,6/20/2013,2013,6,20,6:13
727277,9842170,SS,2,6/20/2013,2013,6,20,6:29
734403,9841869,MR,1,6/21/2013,2013,6,21,8:25
724112,9846964,SN,2,6/21/2013,2013,6,21,19:09
716037,9840135,HZ,2,6/21/2013,2013,6,21,17:42
747797,9836633,TW,2,6/22/2013,2013,6,22,19:15
727202,9842261,SS,2,6/22/2013,2013,6,22,10:06
724529,9844953,SN,2,6/23/2013,2013,6,23,5:45
724236,9847195,SN,2,6/24/2013,2013,6,24,6:29
727544,9841988,SS,2,6/24/2013,2013,6,24,6:32
747248,9837085,TW,3,6/25/2013,2013,6,25,8:25
722019,9847732,SN,2,6/25/2013,2013,6,25,17:40
728391,9841109,SS,2,6/25/2013,2013,6,25,8:15
715777,9839724,HZ,1,6/25/2013,2013,6,25,8:14
719637,9842531,HZ,1,6/27/2013,2013,6,27,17:18
727878,9840301,SS,1,6/28/2013,2013,6,28,7:12
727504,9841868,SS,1,6/28/2013,2013,6,28,18:35
745099,9840066,TW,2,6/29/2013,2013,6,29,6:50
727491,9840812,SS,1,6/29/2013,2013,6,29,7:07
747491,9837478,TW,1,6/30/2013,2013,6,30,6:04
751138,9837838,TW,2,6/30/2013,2013,6,30,8:05
748757,9836807,TW,2,6/30/2013,2013,6,30,19:55
726646,9842617,SS,2,6/30/2013,2013,6,30,8:24
746913,9837691,TW,1,7/1/2013,2013,7,1,17:34
728609,9840894,SS,1,7/1/2013,2013,7,1,8:07
751870,9837590,TW,2,7/4/2013,2013,7,2,8:15
728864,9841158,SS,2,7/3/2013,2013,7,3,8:18
745150,9839519,TW,1,7/5/2013,2013,7,5,18:05
717604,9839330,HZ,1,7/5/2013,2013,7,5,8:12
725161,9844041,SS,2,7/6/2013,2013,7,6,6:56
716601,9840764,HZ,1,7/6/2013,2013,7,6,17:49
719087,9840152,HZ,1,7/6/2013,2013,7,6,19:30
746513,9838153,TW,1,7/7/2013,2013,7,7,7:07
743008,9838994,TW,1,7/7/2013,2013,7,7,7:36
742835,9839212,TW,1,7/7/2013,2013,7,7,7:38
745927,9839579,TW,1,7/7/2013,2013,7,7,7:59
724514,9846048,SN,1,7/7/2013,2013,7,7,5:58
724315,9846012,SN,1,7/7/2013,2013,7,7,6:03
724621,9846717,SN,1,7/7/2013,2013,7,7,7:57
745051,9839123,TW,1,7/8/2013,2013,7,8,7:02
745792,9837544,TW,1,7/8/2013,2013,7,8,7:36
747238,9838130,TW,2,7/9/2013,2013,7,9,6:48
747525,9837260,TW,1,7/9/2013,2013,7,9,7:13
743719,9838518,TW,2,7/9/2013,2013,7,9,8:31
749854,9837324,TW,1,7/9/2013,2013,7,9,8:55
748459,9836826,TW,2,7/10/2013,2013,7,10,6:18
747663,9836829,TW,2,7/10/2013,2013,7,10,8:01
747797,9836633,TW,1,7/10/2013,2013,7,10,18:53
722436,9847215,SN,2,7/10/2013,2013,7,10,7:53
722305,9847257,SN,2,7/10/2013,2013,7,10,7:56
720370,9843514,HZ,2,7/10/2013,2013,7,10,20:16
747797,9836633,TW,1,7/11/2013,2013,7,11,7:31
748495,9835094,TW,1,7/11/2013,2013,7,11,7:57
747173,9837671,TW,1,7/11/2013,2013,7,11,18:56
721077,9847608,SN,2,7/11/2013,2013,7,11,18:28
720801,9847573,SN,2,7/11/2013,2013,7,11,18:40
727323,9840148,SS,2,7/11/2013,2013,7,11,6:30
727558,9840214,SS,2,7/11/2013,2013,7,11,7:51
745906,9838497,TW,1,7/12/2013,2013,7,12,6:40
746016,9838468,TW,1,7/12/2013,2013,7,12,6:49
744748,9838725,TW,1,7/12/2013,2013,7,12,7:47
746269,9838353,TW,1,7/12/2013,2013,7,12,8:22
719087,9840152,HZ,1,7/12/2013,2013,7,12,6:40
743320,9838673,TW,1,7/13/2013,2013,7,13,17:50
746673,9837962,TW,1,7/13/2013,2013,7,13,19:56
720984,9846359,SN,1,7/13/2013,2013,7,13,8:02
747403,9835480,TW,1,7/14/2013,2013,7,14,7:49
721116,9845013,SN,2,7/14/2013,2013,7,14,17:33
747411,9836810,TW,2,7/15/2013,2013,7,15,7:28
747491,9837478,TW,1,7/15/2013,2013,7,15,6:38
747797,9836633,TW,2,7/15/2013,2013,7,15,7:10
747320,9837739,TW,1,7/15/2013,2013,7,15,17:35
742844,9839082,TW,2,7/15/2013,2013,7,15,18:33
719087,9840152,HZ,1,7/15/2013,2013,7,15,6:12
719322,9840190,HZ,1,7/15/2013,2013,7,15,6:50
719814,9840221,HZ,1,7/15/2013,2013,7,15,7:08
747797,9836633,TW,1,7/16/2013,2013,7,16,5:56
747599,9837084,TW,2,7/16/2013,2013,7,16,18:03
721834,9847328,SN,2,7/16/2013,2013,7,16,7:15
745298,9838505,TW,1,7/17/2013,2013,7,17,7:07
747192,9837658,TW,2,7/17/2013,2013,7,17,7:21
731670,9841227,MR,2,7/18/2013,2013,7,18,7:09
719322,9840190,HZ,1,7/18/2013,2013,7,18,6:10
724180,9846138,SN,2,7/19/2013,2013,7,19,6:21
722696,9846991,SN,2,7/19/2013,2013,7,19,6:50
746862,9836321,TW,1,7/20/2013,2013,7,20,17:36
744813,9838383,TW,2,7/20/2013,2013,7,20,18:45
723657,9847139,SN,2,7/20/2013,2013,7,20,17:21
721593,9847565,SN,1,7/20/2013,2013,7,20,19:06
727202,9842261,SS,1,7/20/2013,2013,7,20,7:49
747492,9835587,TW,2,7/21/2013,2013,7,21,8:23
751879,9837240,TW,1,7/21/2013,2013,7,21,8:50
723334,9844889,SN,2,7/21/2013,2013,7,21,5:46
721051,9847569,SN,1,7/21/2013,2013,7,21,18:16
747272,9836789,TW,2,7/22/2013,2013,7,22,7:54
722800,9846711,SN,2,7/23/2013,2013,7,23,7:34
728141,9840611,SS,1,7/23/2013,2013,7,23,18:04
747636,9837248,TW,2,7/24/2013,2013,7,24,7:34
749506,9837417,TW,1,7/24/2013,2013,7,24,17:08
721485,9847576,SN,2,7/24/2013,2013,7,24,7:03
718409,9839279,HZ,2,7/24/2013,2013,7,24,18:18
747579,9837618,TW,1,7/25/2013,2013,7,25,7:35
747845,9837640,TW,1,7/26/2013,2013,7,26,6:34
747750,9837284,TW,1,7/26/2013,2013,7,26,6:49
748044,9837449,TW,1,7/26/2013,2013,7,26,6:54
720747,9847510,SN,2,7/26/2013,2013,7,26,7:26
747704,9837000,TW,1,28-Jul,2013,7,28,7:42
727555,9841751,SS,2,7/28/2013,2013,7,28,7:05
727327,9842032,SS,1,7/28/2013,2013,7,28,7:07
727558,9840214,SS,2,7/28/2013,2013,7,28,7:40
747579,9837618,TW,2,7/29/2013,2013,7,29,6:45
748628,9837383,TW,2,7/29/2013,2013,7,29,6:52
747797,9836633,TW,1,7/29/2013,2013,7,29,17:42
720938,9845297,SN,2,7/29/2013,2013,7,29,7:37
719278,9838394,HZ,2,7/29/2013,2013,7,29,7:33
720201,9839904,HZ,1,7/29/2013,2013,7,29,19:12
722526,9844776,SN,1,7/30/2013,2013,7,30,5:49
721025,9847461,SN,2,7/30/2013,2013,7,30,7:51
717183,9841627,HZ,2,7/30/2013,2013,7,30,17:46
720073,9839941,HZ,1,7/30/2013,2013,7,30,20:09
751225,9837748,TW,1,7/31/2013,2013,7,31,8:22
725200,9842467,SS,1,7/31/2013,2013,7,31,6:23
725237,9841492,SS,1,7/31/2013,2013,7,31,6:33
727081,9842375,SS,1,7/31/2013,2013,7,31,8:06
747984,9836752,TW,3,8/1/2013,2013,8,1,8:13
748296,9836910,TW,1,8/3/2013,2013,8,3,7:15
747919,9836702,TW,1,8/3/2013,2013,8,3,7:42
750967,9837941,TW,1,8/3/2013,2013,8,3,9:43
747579,9837618,TW,1,8/4/2013,2013,8,4,6:50
747328,9836855,TW,2,8/5/2013,2013,8,5,8:38
726998,9841430,SS,3,8/5/2013,2013,8,5,6:45
727207,9841210,SS,1,8/5/2013,2013,8,5,7:03
747384,9836387,TW,1,8/6/2013,2013,8,6,8:24
723014,9847009,SN,2,8/6/2013,2013,8,6,7:00
727276,9840484,SS,3,8/6/2013,2013,8,6,18:19
723399,9844900,SN,1,8/7/2013,2013,8,7,5:59
742423,9840314,TW,1,8/8/2013,2013,8,8,15:46
739264,9841920,FT,1,8/8/2013,2013,8,8,6:41
740344,9841880,FT,1,8/8/2013,2013,8,8,18:23
739146,9841953,FT,3,8/8/2013,2013,8,8,19:15
725305,9843366,SS,3,8/8/2013,2013,8,8,6:44
727463,9840434,SS,2,8/8/2013,2013,8,8,8:03
727371,9840569,SS,2,8/8/2013,2013,8,8,18:15
746942,9836588,TW,1,8/9/2013,2013,8,9,7:32
746999,9835264,TW,1,8/11/2013,2013,8,11,6:56
748467,9837406,TW,1,8/11/2013,2013,8,11,17:30
745310,9838783,TW,2,8/11/2013,2013,8,11,17:54
725567,9841861,SS,2,8/11/2013,2013,8,11,17:31
726495,9838805,SS,1,8/11/2013,2013,8,11,18:24
727459,9841905,SS,1,8/12/2013,2013,8,12,8:34
715985,9840063,HZ,1,8/12/2013,2013,8,12,8:19
747122,9836031,TW,2,8/13/2013,2013,8,13,7:19
727367,9842053,SS,3,8/13/2013,2013,8,13,7:44
746563,9836736,TW,2,8/14/2013,2013,8,14,18:45
727397,9841932,SS,1,8/14/2013,2013,8,14,6:48
726286,9842591,SS,1,8/14/2013,2013,8,14,8:21
715989,9841345,HZ,2,8/15/2013,2013,8,15,18:25
714583,9837271,HZ,1,8/15/2013,2013,8,15,18:30
727658,9840296,SS,1,8/16/2013,2013,8,16,7:18
727336,9840706,SS,3,8/16/2013,2013,8,16,6:55
750161,9837630,TW,1,8/18/2013,2013,8,18,19:51
727276,9840484,SS,3,8/18/2013,2013,8,18,6:49
727694,9841973,SS,2,8/18/2013,2013,8,18,7:09
746404,9837281,TW,2,8/19/2013,2013,8,19,17:51
734403,9841869,MR,2,8/20/2013,2013,8,20,8:51
727028,9841002,SS,2,8/21/2013,2013,8,21,6:47
727665,9840581,SS,1,8/21/2013,2013,8,21,8:30
743392,9837674,TW,2,8/22/2013,2013,8,22,7:26
745099,9840066,TW,2,8/22/2013,2013,8,22,8:25
728660,9841109,SS,1,8/22/2013,2013,8,22,6:47
728556,9839951,SS,2,8/22/2013,2013,8,22,7:50
728350,9840000,SS,1,8/22/2013,2013,8,22,8:11
