"","year","month","UTME","UTMN"
"3807",2012,11,723918,9846832
"3808",2012,11,723977,9846971
"3809",2012,11,724237,9846903
"3810",2012,11,724278,9846877
"3811",2012,11,719204,9849121
"3812",2012,11,722483,9846852
"3813",2012,11,722834,9846863
"3814",2012,11,723404,9847330
"3815",2012,11,720224,9852126
"3816",2012,11,721256,9852926
"3817",2012,11,721313,9853398
"3818",2012,11,726416,9841876
"3819",2012,11,726866,9840528
"3820",2012,11,727021,9841404
"3821",2012,11,727039,9841460
"3822",2012,11,727150,9840916
"3823",2012,11,727187,9841365
"3824",2012,11,727202,9840898
"3825",2012,11,727373,9841223
"3826",2012,11,726743,9842280
"3827",2012,11,726818,9842184
"3828",2012,11,726823,9842181
"3829",2012,11,726830,9842180
"3830",2012,11,726884,9842486
"3831",2012,11,727095,9842372
"3832",2012,11,727853,9840894
"3833",2012,11,727861,9840408
"3834",2012,11,727862,9840847
"3835",2012,11,727870,9840858
"3836",2012,11,727905,9840581
"3837",2012,11,727930,9841148
"3838",2012,11,727930,9840728
"3839",2012,11,728328,9840748
"3840",2012,11,727558,9840214
"3841",2012,11,726908,9839586
"3842",2012,11,727120,9840201
"3843",2012,11,727131,9839688
"3844",2012,11,727242,9840446
"3845",2012,11,727308,9839888
"3846",2012,11,727333,9839686
"3847",2012,11,727379,9840255
"3848",2012,11,727383,9840359
"3849",2012,11,727510,9839847
"3850",2012,11,727581,9840320
"3851",2012,11,727745,9840182
"3852",2012,11,727892,9840302
"3853",2012,11,727969,9840562
"3854",2012,11,726609,9838640
"3855",2012,11,727234,9839143
"3856",2012,11,727380,9841269
"3857",2012,11,727500,9841128
"3858",2012,11,727551,9841405
"3859",2012,11,727552,9841779
"3860",2012,11,727656,9841035
"3861",2012,11,727680,9841269
"3862",2012,11,727688,9841780
"3863",2012,11,727693,9841775
"3864",2012,11,727733,9841591
"3865",2012,11,727757,9841206
"3866",2012,11,727772,9841206
"3867",2012,11,727827,9840932
"3868",2012,11,727827,9840932
"3869",2012,11,727923,9841146
"3870",2012,11,728076,9841043
"3871",2012,11,728084,9841484
"3872",2012,11,728351,9841259
"3873",2012,11,728421,9841773
"3874",2012,11,728483,9841259
"3875",2012,11,727377,9840658
"3876",2012,11,727377,9840658
"3877",2012,11,727377,9840658
"3878",2012,11,727377,9840658
"3879",2012,11,727377,9840658
"3880",2012,11,727377,9840658
"3881",2012,11,727377,9840658
"3882",2012,11,727377,9840658
"3883",2012,11,727377,9840658
"3884",2012,11,727377,9840658
"3885",2012,11,727377,9840658
"3886",2012,11,727377,9840658
"3887",2012,11,727377,9840658
"3888",2012,11,727377,9840658
"3889",2012,11,727377,9840658
"3890",2012,11,727377,9840658
"3891",2012,11,727377,9840658
"3892",2012,11,727377,9840658
"3893",2012,11,727377,9840658
"3894",2012,11,727377,9840658
"3895",2012,11,727377,9840658
"3896",2012,11,727377,9840658
"3897",2012,11,727377,9840658
"3898",2012,11,727377,9840658
"3899",2012,11,727377,9840658
"3900",2012,11,727377,9840658
"3901",2012,11,727377,9840658
"3902",2012,11,727377,9840658
"3903",2012,11,727377,9840658
"3904",2012,11,727377,9840658
"3905",2012,11,727377,9840658
"3906",2012,11,727377,9840658
"3907",2012,11,727377,9840658
"3908",2012,11,727377,9840658
"3909",2012,11,726799,9840395
"3910",2012,11,726907,9840336
"3911",2012,11,726996,9840249
"3912",2012,11,727090,9840394
"3913",2012,11,727170,9840564
"3914",2012,11,727495,9840508
"3915",2012,11,727572,9840994
"3916",2012,11,726571,9844004
"3917",2012,11,728993,9841368
"3918",2012,11,728694,9841032
"3919",2012,11,724034,9841681
"3920",2012,11,725186,9843590
"3921",2012,11,725314,9843056
"3922",2012,11,725327,9843114
"3923",2012,11,725340,9843252
"3924",2012,11,725936,9844055
"3925",2012,11,725940,9844056
"3926",2012,11,726082,9842504
"3927",2012,11,726072,9842212
"3928",2012,11,726113,9842366
"3929",2012,11,726227,9842512
"3930",2012,11,726299,9842427
"3931",2012,11,726493,9842443
"3932",2012,11,726656,9842512
"3933",2012,11,727766,9842242
"3934",2012,11,728388,9841254
"3935",2012,11,728390,9841086
"3936",2012,11,728391,9841068
"3937",2012,11,728391,9841066
"3938",2012,11,728392,9841075
"3939",2012,11,728392,9841077
"3940",2012,11,728392,9841100
"3941",2012,11,728393,9841094
"3942",2012,11,728393,9841086
"3943",2012,11,728395,9841090
"3944",2012,11,726796,9841038
"3945",2012,11,726560,9840388
"3946",2012,11,726804,9840968
"3947",2012,11,726838,9841523
"3948",2012,11,726982,9841506
"3949",2012,11,725061,9842224
"3950",2012,11,725271,9842558
"3951",2012,11,727333,9840695
"3952",2012,11,727333,9840695
"3953",2012,11,727333,9840695
"3954",2012,11,727333,9840695
"3955",2012,11,727333,9840695
"3956",2012,11,727333,9840695
"3957",2012,11,727333,9840695
"3958",2012,11,727333,9840695
"3959",2012,11,727333,9840695
"3960",2012,11,727333,9840695
"3961",2012,11,727002,9840643
"3962",2012,11,727498,9841004
"3963",2012,11,726586,9841085
"3964",2012,11,726251,9840383
"3965",2012,11,726393,9840398
"3966",2012,11,726590,9841323
"3967",2012,11,726780,9841450
"3968",2012,11,718410,9841242
"3969",2012,11,718526,9842766
"3970",2012,11,718526,9842766
"3971",2012,11,718526,9842766
"3972",2012,11,718836,9836585
"3973",2012,11,719588,9838739
"3974",2012,11,719637,9842531
"3975",2012,11,719915,9842708
"3976",2012,11,718854,9840365
"3977",2012,11,719162,9842197
"3978",2012,11,719532,9838746
"3979",2012,11,718853,9840154
"3980",2012,11,718382,9841288
"3981",2012,11,718536,9841288
"3982",2012,11,718728,9841758
"3983",2012,11,718553,9841486
"3984",2012,11,718274,9841379
"3985",2012,11,718184,9841331
"3986",2012,11,717931,9841296
"3987",2012,11,717830,9841276
"3988",2012,11,717664,9841311
"3989",2012,11,717529,9841307
"3990",2012,11,717245,9841401
"3991",2012,11,717126,9841503
"3992",2012,11,718048,9842058
"3993",2012,11,718407,9841226
"3994",2012,11,718695,9841390
"3995",2012,11,718460,9841116
"3996",2012,11,719151,9838326
"3997",2012,11,721164,9843882
"3998",2012,11,719158,9842192
"3999",2012,11,718735,9837818
"4000",2012,11,718583,9836102
"4001",2012,11,718241,9840872
"4002",2012,11,718415,9841230
"4003",2012,11,718016,9841112
"4004",2012,11,718220,9841304
"4005",2012,11,718222,9841170
"4006",2012,11,718411,9841241
"4007",2012,11,718794,9840351
"4008",2012,11,718707,9836905
"4009",2012,11,718879,9838258
"4010",2012,11,718506,9838866
"4011",2012,11,718389,9841255
"4012",2012,11,718048,9842058
"4013",2012,11,718471,9840767
"4014",2012,11,718092,9841661
"4015",2012,11,716468,9842586
"4016",2012,11,716432,9842596
"4017",2012,11,716155,9841306
"4018",2012,11,717130,9841698
"4019",2012,11,716463,9842576
"4020",2012,11,719462,9845660
"4021",2012,11,716285,9842750
"4022",2012,11,717135,9841678
"4023",2012,11,718828,9838496
"4024",2012,11,718291,9841400
"4025",2012,11,718437,9841058
"4026",2012,11,719799,9840412
"4027",2012,11,718255,9841432
"4028",2012,11,718255,9841432
"4029",2012,11,717394,9841462
"4030",2012,11,716408,9842522
"4031",2012,11,717393,9842276
"4032",2012,11,717557,9841728
"4033",2012,11,717451,9841896
"4034",2012,11,717467,9841964
"4035",2012,11,717379,9842118
"4036",2012,11,717479,9842366
"4037",2012,11,717930,9842528
"4038",2012,11,718184,9842567
"4039",2012,11,718447,9842754
"4040",2012,11,718816,9842722
"4041",2012,11,718410,9841242
"4042",2012,11,720078,9839958
"4043",2012,11,718915,9838336
"4044",2012,12,746565,9834720
"4045",2012,12,745054,9835052
"4046",2012,12,746894,9836240
"4047",2012,12,746559,9837692
"4048",2012,12,746627,9837692
"4049",2012,12,747366,9838133
"4050",2012,12,745406,9838484
"4051",2012,12,746254,9838544
"4052",2012,12,746342,9838634
"4053",2012,12,745310,9838783
"4054",2012,12,744792,9838940
"4055",2012,12,746472,9838970
"4056",2012,12,746472,9838970
"4057",2012,12,742608,9840460
"4058",2012,12,744616,9834332
"4059",2012,12,746563,9836736
"4060",2012,12,745018,9838398
"4061",2012,12,745305,9838420
"4062",2012,12,745948,9838486
"4063",2012,12,745529,9838488
"4064",2012,12,745881,9838570
"4065",2012,12,744809,9838574
"4066",2012,12,745430,9838614
"4067",2012,12,746159,9838616
"4068",2012,12,745811,9838684
"4069",2012,12,746225,9838802
"4070",2012,12,744347,9838818
"4071",2012,12,746301,9838826
"4072",2012,12,746472,9838970
"4073",2012,12,746472,9838970
"4074",2012,12,746472,9838970
"4075",2012,12,746472,9838970
"4076",2012,12,746472,9838970
"4077",2012,12,743799,9839368
"4078",2012,12,743816,9839504
"4079",2012,12,745381,9840150
"4080",2012,12,743852,9840260
"4081",2012,12,744382,9840326
"4082",2012,12,743305,9840390
"4083",2012,12,743375,9840449
"4084",2012,12,743624,9840490
"4085",2012,12,742940,9841112
"4086",2012,12,747327,9836542
"4087",2012,12,744450,9836757
"4088",2012,12,746952,9837148
"4089",2012,12,746952,9837148
"4090",2012,12,746952,9837148
"4091",2012,12,746952,9837148
"4092",2012,12,746673,9837962
"4093",2012,12,745413,9837992
"4094",2012,12,745018,9838398
"4095",2012,12,745018,9838398
"4096",2012,12,745018,9838398
"4097",2012,12,744922,9838478
"4098",2012,12,745249,9838484
"4099",2012,12,745511,9838504
"4100",2012,12,746242,9838660
"4101",2012,12,746381,9838724
"4102",2012,12,746229,9838742
"4103",2012,12,746238,9838778
"4104",2012,12,746472,9838970
"4105",2012,12,746472,9838970
"4106",2012,12,746472,9838970
"4107",2012,12,746472,9838970
"4108",2012,12,743558,9840504
"4109",2012,12,747112,9837124
"4110",2012,12,746952,9837148
"4111",2012,12,746952,9837148
"4112",2012,12,746952,9837148
"4113",2012,12,746952,9837148
"4114",2012,12,747170,9837237
"4115",2012,12,747215,9837738
"4116",2012,12,747934,9837884
"4117",2012,12,746673,9837962
"4118",2012,12,746627,9838228
"4119",2012,12,745018,9838398
"4120",2012,12,746152,9838409
"4121",2012,12,746351,9838409
"4122",2012,12,745125,9838448
"4123",2012,12,745841,9838684
"4124",2012,12,746472,9838970
"4125",2012,12,746472,9838970
"4126",2012,12,743935,9838978
"4127",2012,12,746952,9837148
"4128",2012,12,746554,9837416
"4129",2012,12,746480,9837425
"4130",2012,12,747366,9838133
"4131",2012,12,746604,9838360
"4132",2012,12,746604,9838360
"4133",2012,12,745018,9838398
"4134",2012,12,745018,9838398
"4135",2012,12,745018,9838398
"4136",2012,12,744187,9838467
"4137",2012,12,744809,9838468
"4138",2012,12,745498,9838532
"4139",2012,12,745043,9838532
"4140",2012,12,744769,9838556
"4141",2012,12,744307,9838557
"4142",2012,12,744091,9838593
"4143",2012,12,744091,9838593
"4144",2012,12,744091,9838593
"4145",2012,12,745680,9838601
"4146",2012,12,744160,9838608
"4147",2012,12,744171,9838661
"4148",2012,12,744162,9838663
"4149",2012,12,745008,9838721
"4150",2012,12,744274,9838751
"4151",2012,12,744274,9838751
"4152",2012,12,744557,9838764
"4153",2012,12,744650,9838842
"4154",2012,12,744476,9838911
"4155",2012,12,746472,9838970
"4156",2012,12,746472,9838970
"4157",2012,12,746472,9838970
"4158",2012,12,746472,9838970
"4159",2012,12,746472,9838970
"4160",2012,12,744163,9839034
"4161",2012,12,747284,9835386
"4162",2012,12,746997,9836480
"4163",2012,12,746952,9837148
"4164",2012,12,749072,9837508
"4165",2012,12,750199,9837665
"4166",2012,12,748984,9837740
"4167",2012,12,747319,9837808
"4168",2012,12,745053,9837926
"4169",2012,12,745159,9838256
"4170",2012,12,747417,9838336
"4171",2012,12,746269,9838353
"4172",2012,12,746269,9838353
"4173",2012,12,745018,9838398
"4174",2012,12,746868,9838464
"4175",2012,12,747355,9838466
"4176",2012,12,747361,9838556
"4177",2012,12,745888,9838614
"4178",2012,12,746358,9838620
"4179",2012,12,746166,9838636
"4180",2012,12,746357,9838650
"4181",2012,12,745333,9838658
"4182",2012,12,746065,9838796
"4183",2012,12,746315,9838802
"4184",2012,12,746337,9838822
"4185",2012,12,746346,9838854
"4186",2012,12,746472,9838970
"4187",2012,12,746472,9838970
"4188",2012,12,746472,9838970
"4189",2012,12,744544,9840006
"4190",2012,12,744704,9840065
"4191",2012,12,746789,9834238
"4192",2012,12,747432,9835565
"4193",2012,12,743616,9836982
"4194",2012,12,746952,9837148
"4195",2012,12,748009,9837965
"4196",2012,12,745095,9838476
"4197",2012,12,746004,9838734
"4198",2012,12,744858,9838899
"4199",2012,12,742595,9838940
"4200",2012,12,742596,9838980
"4201",2012,12,742709,9839110
"4202",2012,12,742728,9839113
"4203",2012,12,744546,9840006
"4204",2012,12,743032,9849766
"4205",2012,12,745312,9833612
"4206",2012,12,748080,9834800
"4207",2012,12,748080,9834800
"4208",2012,12,747008,9835040
"4209",2012,12,747491,9836420
"4210",2012,12,744144,9836546
"4211",2012,12,746472,9838970
"4212",2012,12,746472,9838970
"4213",2012,12,746472,9838970
"4214",2012,12,748311,9837818
"4215",2012,12,747927,9837970
"4216",2012,12,748132,9838012
"4217",2012,12,748476,9838212
"4218",2012,12,746029,9838552
"4219",2012,12,746066,9838598
"4220",2012,12,746255,9838606
"4221",2012,12,745901,9838780
"4222",2012,12,746472,9838970
"4223",2012,12,743852,9840260
"4224",2012,12,743531,9840872
"4225",2012,12,749544,9834504
"4226",2012,12,748327,9834804
"4227",2012,12,747476,9834827
"4228",2012,12,749104,9834881
"4229",2012,12,749104,9834881
"4230",2012,12,748797,9834926
"4231",2012,12,747406,9834936
"4232",2012,12,748699,9834947
"4233",2012,12,747777,9835042
"4234",2012,12,746981,9838212
"4235",2012,12,746269,9838353
"4236",2012,12,745700,9838498
"4237",2012,12,746201,9838636
"4238",2012,12,746297,9838808
"4239",2012,12,746472,9838970
"4240",2012,12,746149,9837307
"4241",2012,12,745229,9837857
"4242",2012,12,746470,9838358
"4243",2012,12,745860,9838524
"4244",2012,12,745143,9838608
"4245",2012,12,746472,9838970
"4246",2012,12,745031,9839041
"4247",2012,12,744981,9839112
"4248",2012,12,744837,9839173
"4249",2012,12,744756,9839173
"4250",2012,12,744593,9840108
"4251",2012,12,748705,9836765
"4252",2012,12,747738,9837499
"4253",2012,12,748477,9838427
"4254",2012,12,746226,9838602
"4255",2012,12,746117,9838727
"4256",2012,12,746472,9838970
"4257",2012,12,744705,9839306
"4258",2012,12,744094,9839996
"4259",2012,12,743699,9840080
"4260",2012,12,747659,9836656
"4261",2012,12,747055,9836676
"4262",2012,12,746952,9837148
"4263",2012,12,746673,9837962
"4264",2012,12,746472,9838970
"4265",2012,12,751269,9833367
"4266",2012,12,747935,9835123
"4267",2012,12,747235,9835123
"4268",2012,12,747880,9835256
"4269",2012,12,747974,9835560
"4270",2012,12,748277,9835642
"4271",2012,12,748211,9835992
"4272",2012,12,746996,9836302
"4273",2012,12,747113,9836345
"4274",2012,12,747129,9836371
"4275",2012,12,746997,9836480
"4276",2012,12,747036,9836603
"4277",2012,12,747036,9836603
"4278",2012,12,748952,9837541
"4279",2012,12,745644,9838130
"4280",2012,12,745540,9838139
"4281",2012,12,744225,9838149
"4282",2012,12,748505,9838303
"4283",2012,12,748477,9838427
"4284",2012,12,745341,9838566
"4285",2012,12,746088,9838633
"4286",2012,12,746251,9838846
"4287",2012,12,746093,9838868
"4288",2012,12,746472,9838970
"4289",2012,12,746472,9838970
"4290",2012,12,746472,9838970
"4291",2012,12,743882,9839082
"4292",2012,12,747563,9835267
"4293",2012,12,747714,9835444
"4294",2012,12,746559,9836092
"4295",2012,12,748864,9836139
"4296",2012,12,747461,9836173
"4297",2012,12,747159,9836217
"4298",2012,12,746869,9836336
"4299",2012,12,747095,9836338
"4300",2012,12,746997,9836480
"4301",2012,12,746460,9836502
"4302",2012,12,747221,9836553
"4303",2012,12,748325,9836668
"4304",2012,12,747057,9836717
"4305",2012,12,748197,9836827
"4306",2012,12,746136,9836991
"4307",2012,12,747248,9837085
"4308",2012,12,746952,9837148
"4309",2012,12,746952,9837148
"4310",2012,12,746952,9837148
"4311",2012,12,746709,9837222
"4312",2012,12,745979,9837547
"4313",2012,12,745698,9837678
"4314",2012,12,745491,9837909
"4315",2012,12,751839,9837939
"4316",2012,12,746505,9838195
"4317",2012,12,748477,9838427
"4318",2012,12,745247,9838477
"4319",2012,12,746154,9838482
"4320",2012,12,746137,9838486
"4321",2012,12,746298,9838887
"4322",2012,12,746472,9838970
"4323",2012,12,746472,9838970
"4324",2012,12,746472,9838970
"4325",2012,12,748177,9835091
"4326",2012,12,744450,9836757
"4327",2012,12,747319,9836899
"4328",2012,12,747366,9838133
"4329",2012,12,745697,9838409
"4330",2012,12,748477,9838427
"4331",2012,12,745702,9838478
"4332",2012,12,746042,9838646
"4333",2012,12,746042,9838646
"4334",2012,12,746334,9838691
"4335",2012,12,746472,9838970
"4336",2012,12,746472,9838970
"4337",2012,12,746472,9838970
"4338",2012,12,746472,9838970
"4339",2012,12,746947,9836771
"4340",2012,12,746952,9837148
"4341",2012,12,746952,9837148
"4342",2012,12,747127,9837184
"4343",2012,12,748389,9837771
"4344",2012,12,748062,9837942
"4345",2012,12,746604,9838360
"4346",2012,12,746472,9838970
"4347",2012,12,744786,9839306
"4348",2012,12,743048,9839927
"4349",2012,12,743169,9840021
"4350",2012,12,746523,9834858
"4351",2012,12,747100,9835502
"4352",2012,12,747635,9835611
"4353",2012,12,747450,9835756
"4354",2012,12,747450,9835756
"4355",2012,12,747079,9836105
"4356",2012,12,747340,9836178
"4357",2012,12,746947,9836189
"4358",2012,12,747475,9836217
"4359",2012,12,746765,9836381
"4360",2012,12,746506,9836523
"4361",2012,12,748776,9836822
"4362",2012,12,747922,9837956
"4363",2012,12,748477,9838427
"4364",2012,12,746207,9838854
"4365",2012,12,746472,9838970
"4366",2012,12,745194,9840304
"4367",2012,12,745124,9840497
"4368",2012,12,744968,9840597
"4369",2012,12,745621,9834558
"4370",2012,12,747048,9834578
"4371",2012,12,747281,9834638
"4372",2012,12,747281,9834638
"4373",2012,12,744672,9834730
"4374",2012,12,748476,9835454
"4375",2012,12,749322,9835778
"4376",2012,12,747417,9835838
"4377",2012,12,747294,9835878
"4378",2012,12,747538,9836060
"4379",2012,12,747693,9836240
"4380",2012,12,747524,9836564
"4381",2012,12,746952,9837148
"4382",2012,12,747078,9837260
"4383",2012,12,751982,9837697
"4384",2012,12,746265,9837808
"4385",2012,12,746415,9838118
"4386",2012,12,746380,9838350
"4387",2012,12,747198,9838350
"4388",2012,12,746159,9838558
"4389",2012,12,746472,9838970
"4390",2012,12,746472,9838970
"4391",2012,12,746472,9838970
"4392",2012,12,746472,9838970
"4393",2012,12,748144,9833030
"4394",2012,12,748479,9834804
"4395",2012,12,747100,9835502
"4396",2012,12,748625,9835726
"4397",2012,12,747611,9836360
"4398",2012,12,748275,9836464
"4399",2012,12,746997,9836480
"4400",2012,12,746431,9837129
"4401",2012,12,746952,9837148
"4402",2012,12,746299,9837350
"4403",2012,12,746133,9837356
"4404",2012,12,746780,9837812
"4405",2012,12,746652,9837846
"4406",2012,12,746652,9837846
"4407",2012,12,746530,9837867
"4408",2012,12,746438,9838062
"4409",2012,12,745298,9838178
"4410",2012,12,745180,9838358
"4411",2012,12,745018,9838398
"4412",2012,12,746472,9838970
"4413",2012,12,746472,9838970
"4414",2012,12,744454,9839346
"4415",2012,12,744691,9840170
"4416",2012,12,747686,9834500
"4417",2012,12,746936,9834908
"4418",2012,12,747086,9836196
"4419",2012,12,747679,9836834
"4420",2012,12,746440,9837320
"4421",2012,12,746569,9837426
"4422",2012,12,746472,9838970
"4423",2012,12,744796,9839146
"4424",2012,12,742832,9840412
"4425",2012,12,746168,9837268
"4426",2012,12,746796,9837566
"4427",2012,12,745234,9838392
"4428",2012,12,745029,9838550
"4429",2012,12,745385,9838630
"4430",2012,12,746472,9838970
"4431",2012,12,744829,9839232
"4432",2012,12,744847,9839416
"4433",2012,12,744871,9839536
"4434",2012,12,743718,9840082
"4435",2012,12,746575,9835628
"4436",2012,12,746826,9837066
"4437",2012,12,748846,9837292
"4438",2012,12,746051,9837352
"4439",2012,12,747927,9837670
"4440",2012,12,748100,9837704
"4441",2012,12,745566,9837724
"4442",2012,12,747898,9837986
"4443",2012,12,747844,9837998
"4444",2012,12,745294,9838274
"4445",2012,12,746826,9838330
"4446",2012,12,745330,9838460
"4447",2012,12,746189,9838468
"4448",2012,12,745350,9838524
"4449",2012,12,746148,9838818
"4450",2012,12,745377,9838882
"4451",2012,12,746472,9838970
"4452",2012,12,746472,9838970
"4453",2012,12,746472,9838970
"4454",2012,12,746472,9838970
"4455",2012,12,744834,9839048
"4456",2012,12,744834,9839050
"4457",2012,12,750887,9833740
"4458",2012,12,751471,9833756
"4459",2012,12,744459,9834026
"4460",2012,12,747230,9834231
"4461",2012,12,747617,9834980
"4462",2012,12,747293,9834992
"4463",2012,12,746305,9835104
"4464",2012,12,746246,9835710
"4465",2012,12,746525,9835984
"4466",2012,12,746997,9836480
"4467",2012,12,748305,9836516
"4468",2012,12,746337,9836800
"4469",2012,12,746476,9836916
"4470",2012,12,748428,9836918
"4471",2012,12,747856,9837060
"4472",2012,12,747942,9837246
"4473",2012,12,751530,9837604
"4474",2012,12,743266,9837978
"4475",2012,12,745437,9838151
"4476",2012,12,745437,9838151
"4477",2012,12,746269,9838353
"4478",2012,12,748477,9838427
"4479",2012,12,745326,9838512
"4480",2012,12,745486,9838574
"4481",2012,12,745720,9838576
"4482",2012,12,745698,9838600
"4483",2012,12,744526,9838664
"4484",2012,12,745933,9838716
"4485",2012,12,745310,9838783
"4486",2012,12,746289,9838846
"4487",2012,12,746472,9838970
"4488",2012,12,746472,9838970
"4489",2012,12,746472,9838970
"4490",2012,12,746472,9838970
"4491",2012,12,746472,9838970
"4492",2012,12,754971,9831039
"4493",2012,12,747761,9835089
"4494",2012,12,747440,9835307
"4495",2012,12,747714,9835444
"4496",2012,12,746675,9835534
"4497",2012,12,746479,9836166
"4498",2012,12,747785,9837490
"4499",2012,12,750742,9837670
"4500",2012,12,747118,9837722
"4501",2012,12,746673,9837962
"4502",2012,12,748215,9838150
"4503",2012,12,745737,9838303
"4504",2012,12,746269,9838353
"4505",2012,12,746269,9838353
"4506",2012,12,745154,9838372
"4507",2012,12,748477,9838427
"4508",2012,12,746472,9838970
"4509",2012,12,746472,9838970
"4510",2012,12,747714,9835006
"4511",2012,12,747114,9836412
"4512",2012,12,746997,9836480
"4513",2012,12,746940,9837136
"4514",2012,12,748565,9837620
"4515",2012,12,745229,9837857
"4516",2012,12,747934,9837980
"4517",2012,12,745333,9838112
"4518",2012,12,747229,9838117
"4519",2012,12,745805,9838400
"4520",2012,12,748477,9838427
"4521",2012,12,745332,9838470
"4522",2012,12,745733,9838518
"4523",2012,12,745644,9838548
"4524",2012,12,746211,9838794
"4525",2012,12,746472,9838970
"4526",2012,12,743443,9839440
"4527",2012,12,735417,9839374
"4528",2012,12,741834,9838466
"4529",2012,12,741664,9837326
"4530",2012,12,741689,9840820
"4531",2012,12,741603,9840958
"4532",2012,12,741197,9840900
"4533",2012,12,738801,9839806
"4534",2012,12,737502,9838599
"4535",2012,12,739990,9839623
"4536",2012,12,738370,9839129
"4537",2012,12,738735,9839635
"4538",2012,12,738598,9839434
"4539",2012,12,739216,9839795
"4540",2012,12,739310,9840103
"4541",2012,12,739990,9839623
"4542",2012,12,740266,9840503
"4543",2012,12,740370,9839973
"4544",2012,12,738922,9840150
"4545",2012,12,742824,9840300
"4546",2012,12,739990,9839623
"4547",2012,12,742857,9840522
"4548",2012,12,739281,9840454
"4549",2012,12,738939,9840856
"4550",2012,12,738029,9841662
"4551",2012,12,739990,9839623
"4552",2012,12,741592,9840404
"4553",2012,12,742828,9839834
"4554",2012,12,742474,9839770
"4555",2012,12,742397,9839940
"4556",2012,12,741603,9840958
"4557",2012,12,738156,9841658
"4558",2012,12,740392,9840080
"4559",2012,12,742785,9840364
"4560",2012,12,739990,9839623
"4561",2012,12,742341,9840684
"4562",2012,12,742409,9840670
"4563",2012,12,742923,9840852
"4564",2012,12,739578,9840103
"4565",2012,12,739990,9839623
"4566",2012,12,731798,9840035
"4567",2012,12,731971,9840128
"4568",2012,12,731171,9840807
"4569",2012,12,731462,9841624
"4570",2012,12,731672,9841632
"4571",2012,12,730408,9841830
"4572",2012,12,732081,9841784
"4573",2012,12,733627,9842016
"4574",2012,12,732700,9841308
"4575",2012,12,731971,9840128
"4576",2012,12,731798,9840035
"4577",2012,12,731171,9840807
"4578",2012,12,734403,9841869
"4579",2012,12,732191,9841226
"4580",2012,12,731087,9840672
"4581",2012,12,731593,9841298
"4582",2012,12,731497,9841193
"4583",2012,12,731243,9841369
"4584",2012,12,731148,9841236
"4585",2012,12,731029,9841155
"4586",2012,12,731815,9841167
"4587",2012,12,734959,9841694
"4588",2012,12,719999,9839302
"4589",2012,12,720957,9845228
"4590",2012,12,721407,9844790
"4591",2012,12,721877,9855977
"4592",2012,12,719731,9847250
"4593",2012,12,719731,9847250
"4594",2012,12,719731,9847250
"4595",2012,12,719731,9847250
"4596",2012,12,719731,9847250
"4597",2012,12,719731,9847250
"4598",2012,12,719731,9847250
"4599",2012,12,719731,9847250
"4600",2012,12,719731,9847250
"4601",2012,12,719731,9847250
"4602",2012,12,719821,9847085
"4603",2012,12,719870,9847166
"4604",2012,12,719985,9847088
"4605",2012,12,720144,9847502
"4606",2012,12,720179,9847492
"4607",2012,12,719768,9847218
"4608",2012,12,719768,9847218
"4609",2012,12,720233,9847440
"4610",2012,12,724529,9846377
"4611",2012,12,724508,9845969
"4612",2012,12,720662,9848587
"4613",2012,12,721171,9849061
"4614",2012,12,722297,9843875
"4615",2012,12,721208,9849104
"4616",2012,12,719746,9847140
"4617",2012,12,719360,9850868
"4618",2012,12,721071,9845969
"4619",2012,12,720399,9847637
"4620",2012,12,720734,9847597
"4621",2012,12,720752,9847591
"4622",2012,12,720757,9847258
"4623",2012,12,724583,9845392
"4624",2012,12,724604,9845018
"4625",2012,12,724615,9845353
"4626",2012,12,711882,9847217
"4627",2012,12,721406,9847510
"4628",2012,12,722251,9847269
"4629",2012,12,723739,9847175
"4630",2012,12,724170,9847034
"4631",2012,12,724206,9846910
"4632",2012,12,724332,9846841
"4633",2012,12,724408,9846810
"4634",2012,12,724433,9846799
"4635",2012,12,727333,9840695
"4636",2012,12,722867,9847182
"4637",2012,12,722982,9847182
"4638",2012,12,721252,9854619
"4639",2012,12,726909,9842616
"4640",2012,12,727043,9842633
"4641",2012,12,727283,9842968
"4642",2012,12,728141,9840611
"4643",2012,12,728141,9840611
"4644",2012,12,727856,9840863
"4645",2012,12,728038,9840767
"4646",2012,12,728047,9841001
"4647",2012,12,727546,9841800
"4648",2012,12,727637,9841811
"4649",2012,12,727640,9841842
"4650",2012,12,728327,9841433
"4651",2012,12,726890,9844025
"4652",2012,12,728965,9841091
"4653",2012,12,726636,9842622
"4654",2012,12,726716,9842308
"4655",2012,12,724409,9842191
"4656",2012,12,725934,9844056
"4657",2012,12,726648,9842500
"4658",2012,12,728361,9841181
"4659",2012,12,728388,9841084
"4660",2012,12,728391,9841079
"4661",2012,12,728391,9841081
"4662",2012,12,728393,9841087
"4663",2012,12,728393,9841083
"4664",2012,12,728397,9841103
"4665",2012,12,728452,9840841
"4666",2012,12,728452,9840841
"4667",2012,12,728617,9840949
"4668",2012,12,726809,9841306
"4669",2012,12,726966,9841424
"4670",2012,12,727333,9840695
"4671",2012,12,727333,9840695
"4672",2012,12,727333,9840695
"4673",2012,12,727333,9840695
"4674",2012,12,727333,9840695
"4675",2012,12,727333,9840695
"4676",2012,12,727333,9840695
"4677",2012,12,727333,9840695
"4678",2012,12,727333,9840695
"4679",2012,12,727333,9840695
"4680",2012,12,727333,9840695
